Drug1	Drug1_id	RELATION	PROVENANCE	Drug2	Drug2_id
Protease Inhibitors	C0033607	MENTIONED_IN	["36579833_fullText_4"]		36579833
Protease Inhibitors	C0033607	MENTIONED_IN	["33477953_fullText_136"]		33477953
Protease Inhibitors	C0033607	MENTIONED_IN	["32867861_fullText_55"]		32867861
Protease Inhibitors	C0033607	MENTIONED_IN	["20819849_fullText_96"]		20819849
Protease Inhibitors	C0033607	MENTIONED_IN	["32722639_fullText_21"]		32722639
Protease Inhibitors	C0033607	MENTIONED_IN	["33182419_fullText_32","33182419_fullText_34"]		33182419
Protease Inhibitors	C0033607	MENTIONED_IN	["23509070_fullText_165","23509070_fullText_180"]		23509070
Protease Inhibitors	C0033607	MENTIONED_IN	["35770802_fullText_38"]		35770802
Protease Inhibitors	C0033607	MENTIONED_IN	["32366037_fullText_118"]		32366037
Protease Inhibitors	C0033607	MENTIONED_IN	["19542079_fullText_51"]		19542079
Protease Inhibitors	C0033607	MENTIONED_IN	["32130224_fullText_104","32130224_fullText_108","32130224_fullText_110"]		32130224
Protease Inhibitors	C0033607	MENTIONED_IN	["29518248_fullText_158","29518248_fullText_165","29518248_fullText_166"]		29518248
Protease Inhibitors	C0033607	MENTIONED_IN	["28753212_fullText_68"]		28753212
Protease Inhibitors	C0033607	MENTIONED_IN	["24399447_fullText_157"]		24399447
Protease Inhibitors	C0033607	MENTIONED_IN	["24498361_fullText_27","24498361_fullText_31","24498361_fullText_32","24498361_fullText_38"]		24498361
Protease Inhibitors	C0033607	MENTIONED_IN	["24594605_fullText_16"]		24594605
Protease Inhibitors	C0033607	MENTIONED_IN	["23326493_fullText_42"]		23326493
Protease Inhibitors	C0033607	MENTIONED_IN	["33315951_fullText_177"]		33315951
Protease Inhibitors	C0033607	MENTIONED_IN	["28662078_fullText_17"]		28662078
Protease Inhibitors	C0033607	MENTIONED_IN	["37848450_fullText_110"]		37848450
Protease Inhibitors	C0033607	MENTIONED_IN	["26488408_fullText_80"]		26488408
Protease Inhibitors	C0033607	MENTIONED_IN	["30530630_fullText_33"]		30530630
Protease Inhibitors	C0033607	MENTIONED_IN	["34120625_fullText_133","34120625_fullText_142","34120625_fullText_149"]		34120625
Protease Inhibitors	C0033607	MENTIONED_IN	["29321044_fullText_12"]		29321044
Protease Inhibitors	C0033607	MENTIONED_IN	["34831340_fullText_95"]		34831340
Protease Inhibitors	C0033607	PREVENTS	["34523348_fullText_5"]	Cellular Stress	C1516373
Sirius Red F3B	C0071047	MENTIONED_IN	["36232616_fullText_5"]		36232616
Sirius Red F3B	C0071047	MENTIONED_IN	["34520843_fullText_5"]		34520843
COLLAGENASE	C0162745	PART_OF	["27063795_fullText_112"]	Oocytes	C0029045
COLLAGENASE	C0162745	PART_OF	["27063795_fullText_112"]	lobe	C0796494
COLLAGENASE	C0162745	COEXISTS_WITH	["17645799_fullText_62"]	Buffers	C0006353
COLLAGENASE	C0162745	MENTIONED_IN	["34425835_fullText_2"]		34425835
COLLAGENASE	C0162745	MENTIONED_IN	["34785309_fullText_2"]		34785309
COLLAGENASE	C0162745	MENTIONED_IN	["1698978_fullText_17"]		1698978
COLLAGENASE	C0162745	MENTIONED_IN	["30422384_fullText_72"]		30422384
COLLAGENASE	C0162745	MENTIONED_IN	["31968060_fullText_30","31968060_fullText_30"]		31968060
COLLAGENASE	C0162745	MENTIONED_IN	["28698297_fullText_140","28698297_fullText_147"]		28698297
COLLAGENASE	C0162745	MENTIONED_IN	["17645799_fullText_31","17645799_fullText_58","17645799_fullText_59","17645799_fullText_62"]		17645799
COLLAGENASE	C0162745	COEXISTS_WITH__SPEC__	["17645799_fullText_62"]	HEPES	C0019215
SB 203580	C0297666	MENTIONED_IN	["34392133_fullText_9"]		34392133
SP600125	C0968383	MENTIONED_IN	["34392133_fullText_9"]		34392133
Withanolides	C1955897	MENTIONED_IN	["34392085_fullText_4","34392085_fullText_6"]		34392085
physalin B	C0163750	MENTIONED_IN	["34392085_fullText_6","34392085_fullText_7","34392085_fullText_7","34392085_fullText_10","34392085_fullText_11","34392085_fullText_12"]		34392085
physalin B	C0163750	INHIBITS	["34392085_fullText_7"]	purinoceptor P2Z	C0386482
physalin D	C1099707	MENTIONED_IN	["34392085_fullText_11","34392085_fullText_12","34392085_fullText_13","34392085_fullText_15","34392085_fullText_16"]		34392085
physalin D	C1099707	INHIBITS	["34392085_fullText_15"]	purinoceptor P2Z	C0386482
LY 235959	C0257654	MENTIONED_IN	["34391797_fullText_5","34391797_fullText_7"]		34391797
LY 235959	C0257654	MENTIONED_IN	["35798175_fullText_4","35798175_fullText_6"]		35798175
LY 235959	C0257654	INHIBITS	["35798175_fullText_6"]	Baroreflex	C0206162
LY 235959	C0257654	PREVENTS	["34391797_fullText_5"]	Mechanical Allodynia	C2936719
Niclosamide	C0028017	ISA	["34389324_fullText_10"]	Molluscacides	C0026392
Niclosamide	C0028017	MENTIONED_IN	["34389324_fullText_10"]		34389324
AM 1241	C1098957	MENTIONED_IN	["34774714_fullText_7"]		34774714
AM 1241	C1098957	MENTIONED_IN	["37797676_fullText_6","37797676_fullText_10","37797676_fullText_12"]		37797676
AM 1241	C1098957	MENTIONED_IN	["34774500_fullText_5","34774500_fullText_7","34774500_fullText_10"]		34774500
AM 1241	C1098957	MENTIONED_IN	["34384259_fullText_2","34384259_fullText_6","34384259_fullText_7","34384259_fullText_8","34384259_fullText_9","34384259_fullText_11"]		34384259
AM 1241	C1098957	DISRUPTS	["37797676_fullText_10"]	Migration, Cell	C1622501
SB 207145	C2607653	MENTIONED_IN	["36863106_fullText_3"]		36863106
depsidone	C0525073	MENTIONED_IN	["36838749_fullText_2","36838749_fullText_7"]		36838749
Polyketides	C3179052	MENTIONED_IN	["36838749_fullText_2"]		36838749
Polyketides	C3179052	MENTIONED_IN	["35630777_fullText_1"]		35630777
lobaric acid	C0535907	MENTIONED_IN	["36838749_fullText_8"]		36838749
Isosorbide	C0022251	MENTIONED_IN	["36827524_fullText_22"]		36827524
Amiloride Hydrochloride	C0546849	MENTIONED_IN	["36827524_fullText_22"]		36827524
Hydrochlorothiazide	C0020261	MENTIONED_IN	["36827524_fullText_22"]		36827524
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["37428409_fullText_82"]		37428409
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["12033143_fullText_2"]		12033143
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["28915272_fullText_33"]		28915272
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["20843336_fullText_47"]		20843336
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["34656053_fullText_49"]		34656053
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["18707767_fullText_2"]		18707767
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["31046780_fullText_11"]		31046780
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["21156439_fullText_4"]		21156439
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["24973495_fullText_2"]		24973495
N-(1-oxyl-2,2,5,5-tetramethyl-3-pyrrolidinyl)maleimide	C0067430	MENTIONED_IN	["36825740_fullText_7"]		36825740
4-(3-chlorophenylsulfanyl)piperidine hydrochloride	C0765956	MENTIONED_IN	["36811400_fullText_1","36811400_fullText_3","36811400_fullText_8","36811400_fullText_10"]		36811400
4-(3-chlorophenylsulfanyl)piperidine hydrochloride	C0765956	MENTIONED_IN	["36891704_fullText_1","36891704_fullText_3","36891704_fullText_8","36891704_fullText_8"]		36891704
4-(3-chlorophenylsulfanyl)piperidine hydrochloride	C0765956	MENTIONED_IN	["35661713_fullText_3","35661713_fullText_3","35661713_fullText_9","35661713_fullText_10"]		35661713
4-(3-chlorophenylsulfanyl)piperidine hydrochloride	C0765956	MENTIONED_IN	["36064306_fullText_1","36064306_fullText_2","36064306_fullText_2","36064306_fullText_2","36064306_fullText_2","36064306_fullText_3","36064306_fullText_3","36064306_fullText_4","36064306_fullText_4","36064306_fullText_5","36064306_fullText_7","36064306_fullText_7","36064306_fullText_7"]		36064306
4-(3-chlorophenylsulfanyl)piperidine hydrochloride	C0765956	AFFECTS	["36891704_fullText_8"]	Esophageal and Gastric Varices	C0014849
benzodiazepine tranquilizers	C0005063	MENTIONED_IN	["36811273_fullText_3","36811273_fullText_3"]		36811273
benzodiazepine tranquilizers	C0005063	MENTIONED_IN	["35041907_fullText_10"]		35041907
eplerenone	C0961485	MENTIONED_IN	["36803186_fullText_3"]		36803186
Idarubicin	C0020789	MENTIONED_IN	["36803186_fullText_3","36803186_fullText_3"]		36803186
Idarubicin	C0020789	MENTIONED_IN	["36229560_fullText_4","36229560_fullText_5"]		36229560
Idarubicin	C0020789	MENTIONED_IN	["31705726_fullText_3","31705726_fullText_70"]		31705726
dihydromyricetin	C1174885	MENTIONED_IN	["36319690_fullText_2"]		36319690
dihydromyricetin	C1174885	MENTIONED_IN	["36803186_fullText_3"]		36803186
dihydromyricetin	C1174885	MENTIONED_IN	["35875990_fullText_3"]		35875990
ampelopsin	C0539894	MENTIONED_IN	["36803186_fullText_3"]		36803186
ampelopsin	C0539894	MENTIONED_IN	["36319690_fullText_2"]		36319690
Dexrazoxane	C0086444	MENTIONED_IN	["36803186_fullText_3","36803186_fullText_5"]		36803186
Daunorubicin	C0011015	MENTIONED_IN	["35534077_fullText_5","35534077_fullText_5"]		35534077
Daunorubicin	C0011015	MENTIONED_IN	["36803186_fullText_3"]		36803186
Epirubicin	C0014582	ISA	["36803186_fullText_3"]	Daunorubicin	C0011015
Epirubicin	C0014582	MENTIONED_IN	["35548968_fullText_1"]		35548968
Epirubicin	C0014582	MENTIONED_IN	["36803186_fullText_3"]		36803186
Acetaminophen / Hydrocodone	C0717367	MENTIONED_IN	["37695395_fullText_9"]		37695395
4-(3'-di(2-bromoethyl)aminopropionyl)biphenyl	C0659306	MENTIONED_IN	["37683958_fullText_3"]		37683958
Antifungal Agents	C0003308	MENTIONED_IN	["31027145_fullText_3","31027145_fullText_32","31027145_fullText_57"]		31027145
Antifungal Agents	C0003308	MENTIONED_IN	["37666030_fullText_3"]		37666030
NanoGel	C0971025	MENTIONED_IN	["37633539_fullText_6"]		37633539
NanoGel	C0971025	ISA	["37633539_fullText_6"]	Polymers	C0032521
5,19-cyclo-9beta,10xi-androstane-3,17-dione	C2352628	MENTIONED_IN	["37633539_fullText_6"]		37633539
Lecithin	C0031617	MENTIONED_IN	["34803014_fullText_2","34803014_fullText_5","34803014_fullText_7"]		34803014
Lecithin	C0031617	MENTIONED_IN	["37630808_fullText_1","37630808_fullText_5"]		37630808
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["1196708_fullText_1"]		1196708
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["31978407_abstract_1"]		31978407
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["32003821_abstract_3","32003821_abstract_7"]		32003821
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["37977233_fullText_2"]		37977233
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["32946460_fullText_73","32946460_fullText_85"]		32946460
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["26319495_fullText_43"]		26319495
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["37189159_fullText_25","37189159_fullText_28","37189159_fullText_39","37189159_fullText_44","37189159_fullText_44","37189159_fullText_44","37189159_fullText_44"]		37189159
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["26627182_fullText_24"]		26627182
Lysophosphatidylcholines	C0024360	AUGMENTS	["32946460_fullText_73"]	Microglia	C0206116
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["31254513_fullText_8"]		31254513
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["37144748_fullText_2"]		37144748
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["29419819_fullText_4"]		29419819
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["28677031_fullText_3"]		28677031
Lysophosphatidylcholines	C0024360	COEXISTS_WITH	["37144748_fullText_2"]	ABCD1 gene	C1412084
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["37245379_fullText_6"]		37245379
Lysophosphatidylcholines	C0024360	MENTIONED_IN	["37630808_fullText_1"]		37630808
Docosahexaenoic Acids	C0012968	COEXISTS_WITH	["20959636_fullText_2"]	PHEX gene	C1418526
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["17431817_fullText_3"]		17431817
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["17347911_fullText_3"]		17347911
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["29490096_fullText_5"]		29490096
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["23219290_fullText_3","23219290_fullText_6"]		23219290
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["31284588_fullText_2"]		31284588
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["12818902_fullText_1"]		12818902
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["16483397_fullText_1"]		16483397
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["20830525_fullText_3"]		20830525
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["19948162_fullText_2"]		19948162
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["21305356_fullText_2"]		21305356
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["9700594_fullText_1"]		9700594
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["7707693_fullText_5"]		7707693
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["16523206_fullText_7"]		16523206
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["7474891_fullText_3"]		7474891
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["23562298_fullText_3"]		23562298
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["20151202_fullText_4"]		20151202
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["20888208_fullText_2"]		20888208
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["22000478_fullText_1"]		22000478
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["27269713_fullText_1"]		27269713
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["19615874_fullText_2"]		19615874
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["23827125_fullText_4"]		23827125
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["17452220_fullText_1","17452220_fullText_1","17452220_fullText_1"]		17452220
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["11237478_fullText_1"]		11237478
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["38068741_abstract_8"]		38068741
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["37630808_fullText_2"]		37630808
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["35090949_fullText_2"]		35090949
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["2140517_fullText_1"]		2140517
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["2143272_fullText_1"]		2143272
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["11161822_fullText_1"]		11161822
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["17418516_fullText_1"]		17418516
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["24418004_fullText_7"]		24418004
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["8656081_fullText_1","8656081_fullText_2","8656081_fullText_5","8656081_fullText_6","8656081_fullText_7","8656081_fullText_8"]		8656081
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["10653000_fullText_1"]		10653000
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["33045774_fullText_6","33045774_fullText_19","33045774_abstract_6"]		33045774
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["1504825_fullText_5","1504825_fullText_9"]		1504825
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["8609223_fullText_7"]		8609223
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["10590918_fullText_4"]		10590918
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["8327852_fullText_1","8327852_fullText_5"]		8327852
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["11478386_fullText_1"]		11478386
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["11478384_fullText_7"]		11478384
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["11478381_fullText_3"]		11478381
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["10618001_fullText_4"]		10618001
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["18983586_fullText_1"]		18983586
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["20805528_fullText_1"]		20805528
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["13129591_fullText_1"]		13129591
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["30446579_fullText_8","30446579_fullText_28"]		30446579
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["11060787_fullText_2"]		11060787
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["11500517_fullText_1"]		11500517
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["20828389_fullText_1","20828389_fullText_0","20828389_fullText_27"]		20828389
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["9708853_fullText_1"]		9708853
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["35741019_fullText_25"]		35741019
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["28784167_fullText_1"]		28784167
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["21826223_fullText_3"]		21826223
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["21846392_fullText_6"]		21846392
Docosahexaenoic Acids	C0012968	MENTIONED_IN	["26627182_fullText_91"]		26627182
SOY LECITHIN	C0872912	MENTIONED_IN	["37630808_fullText_6"]		37630808
Soy	C2756587	MENTIONED_IN	["37630808_fullText_8","37630808_fullText_9","37630808_fullText_10"]		37630808
Soy	C2756587	MENTIONED_IN	["36345723_fullText_3"]		36345723
methanesulfonamide	C0066086	MENTIONED_IN	["37630262_fullText_8"]		37630262
pyridoacridine	C1259890	MENTIONED_IN	["37623727_fullText_1","37623727_fullText_4"]		37623727
mitragynine	C0066619	MENTIONED_IN	["36153006_fullText_1","36153006_fullText_2","36153006_fullText_3","36153006_fullText_5","36153006_fullText_9","36153006_fullText_10","36153006_fullText_11","36153006_fullText_13","36153006_fullText_14","36153006_fullText_15","36153006_fullText_17","36153006_fullText_18"]		36153006
mitragynine	C0066619	MENTIONED_IN	["34774992_fullText_2","34774992_fullText_5"]		34774992
mitragynine	C0066619	MENTIONED_IN	["37619769_fullText_1"]		37619769
mitragynine	C0066619	MENTIONED_IN	["35973252_fullText_4"]		35973252
mitragynine	C0066619	ISA	["36153006_fullText_1"]	Alkaloids	C0002062
mitragynine	C0066619	STIMULATES	["36153006_fullText_1"]	moira protein, Drosophila	C1138348
bispidine	C1565228	MENTIONED_IN	["36671959_fullText_4"]		36671959
Purinergic P2X7 Receptor Antagonists	C2936582	MENTIONED_IN	["36668867_fullText_6"]		36668867
anabaseine	C0293641	MENTIONED_IN	["36668866_fullText_3","36668866_fullText_5","36668866_fullText_9","36668866_fullText_10","36668866_fullText_10","36668866_fullText_11"]		36668866
anabaseine	C0293641	MENTIONED_IN	["36126221_fullText_4"]		36126221
anabaseine	C0293641	STIMULATES	["36668866_fullText_5"]	alpha7 Nicotinic Acetylcholine Receptor	C0051334
lysophosphatidylethanolamine	C0065389	MENTIONED_IN	["37608004_fullText_6"]		37608004
SK&F 96365	C0142554	MENTIONED_IN	["36724959_fullText_7"]		36724959
SK&F 96365	C0142554	MENTIONED_IN	["37404129_fullText_5"]		37404129
SK&F 96365	C0142554	MENTIONED_IN	["37606998_fullText_5","37606998_fullText_6","37606998_fullText_7","37606998_fullText_8"]		37606998
SK&F 96365	C0142554	STIMULATES	["37404129_fullText_5"]	TRPM4 gene	C1425223
YM 58483	C1456443	MENTIONED_IN	["37606998_fullText_10"]		37606998
YM 58483	C1456443	MENTIONED_IN	["36195535_fullText_3","36195535_fullText_4","36195535_fullText_5","36195535_fullText_6"]		36195535
YM 58483	C1456443	INHIBITS	["36195535_fullText_6"]	PDE5A wt Allele	C2987167
Rebalance	C3497399	MENTIONED_IN	["29139025_fullText_6"]		29139025
Rebalance	C3497399	MENTIONED_IN	["22956764_fullText_75"]		22956764
Rebalance	C3497399	MENTIONED_IN	["36786121_fullText_8"]		36786121
Rebalance	C3497399	MENTIONED_IN	["36921890_fullText_9"]		36921890
Rebalance	C3497399	MENTIONED_IN	["37604315_fullText_7"]		37604315
Rebalance	C3497399	MENTIONED_IN	["34920165_fullText_9"]		34920165
Align	C2369992	MENTIONED_IN	["38376240_fullText_69"]		38376240
Align	C2369992	MENTIONED_IN	["27010216_fullText_43","27010216_fullText_171"]		27010216
Align	C2369992	MENTIONED_IN	["31705726_fullText_21"]		31705726
Align	C2369992	MENTIONED_IN	["31804708_fullText_5","31804708_fullText_47"]		31804708
Align	C2369992	MENTIONED_IN	["37602889_fullText_1"]		37602889
UBP 302	C2743151	MENTIONED_IN	["37597648_fullText_4","37597648_fullText_7"]		37597648
Procaine	C0033218	MENTIONED_IN	["37593942_fullText_7"]		37593942
gabapentin enacarbil	C2700226	MENTIONED_IN	["37590826_fullText_2"]		37590826
gabapentin enacarbil	C2700226	MENTIONED_IN	["35605349_fullText_8","35605349_fullText_9"]		35605349
gabapentin enacarbil	C2700226	MENTIONED_IN	["35609673_fullText_3"]		35609673
