Drug1	Drug1_id	RELATION	PROVENANCE	Drug2	Drug2_id
Anti-epileptic Agent [EPC]	C3537002	MENTIONED_IN	["34509497_fullText_2"]		34509497
Anti-epileptic Agent [EPC]	C3537002	MENTIONED_IN	["34480951_fullText_1"]		34480951
Anti-epileptic Agent [EPC]	C3537002	MENTIONED_IN	["35500294_fullText_5"]		35500294
LY 466195	C1739951	MENTIONED_IN	["34509497_fullText_5","34509497_fullText_6","34509497_fullText_8","34509497_fullText_9"]		34509497
Arbutin	C0003729	MENTIONED_IN	["34507065_fullText_3","34507065_fullText_4","34507065_fullText_5","34507065_fullText_6","34507065_fullText_7","34507065_fullText_9","34507065_fullText_10","34507065_fullText_11"]		34507065
Arbutin	C0003729	PREVENTS	["34507065_fullText_7"]	Edema	C0013604
Arbutin	C0003729	PREVENTS	["34507065_fullText_7"]	Trauma, Nervous System	C0751792
Arbutin	C0003729	INHIBITS	["34507065_fullText_9"]	Protein carbonyl	C1979798
hydroquinone	C0020306	MENTIONED_IN	["10446367_fullText_3","10446367_fullText_4"]		10446367
hydroquinone	C0020306	MENTIONED_IN	["34507065_fullText_4"]		34507065
hydroquinone	C0020306	PREVENTS	["34507065_fullText_4"]	Reperfusion Injury	C0035126
Calcium ionophore A23187	C0521966	MENTIONED_IN	["8261630_fullText_1"]		8261630
Calcium ionophore A23187	C0521966	MENTIONED_IN	["34506836_fullText_6"]		34506836
Calcium ionophore A23187	C0521966	AUGMENTS	["34506836_fullText_6"]	Structure of anulus fibrosus of aorta	C0225957
Dimethylphenylpiperazinium Iodide	C0012847	MENTIONED_IN	["34506779_fullText_3","34506779_fullText_4","34506779_fullText_5","34506779_fullText_6","34506779_fullText_8"]		34506779
Carbenoxolone	C0006979	MENTIONED_IN	["34506779_fullText_4"]		34506779
Calcium Chloride	C0006686	MENTIONED_IN	["36613736_fullText_7","36613736_fullText_8"]		36613736
Calcium Chloride	C0006686	MENTIONED_IN	["36142287_fullText_7","36142287_fullText_9"]		36142287
Calcium Chloride	C0006686	MENTIONED_IN	["34506779_fullText_4"]		34506779
Pyrones	C0034314	MENTIONED_IN	["34506550_fullText_3","34506550_fullText_9"]		34506550
flavasperone	C2713810	MENTIONED_IN	["34506550_fullText_3"]		34506550
rubrofusarin	C0084424	MENTIONED_IN	["34506550_fullText_3"]		34506550
Organic Chemicals	C0029224	MENTIONED_IN	["29844506_fullText_97","29844506_fullText_145"]		29844506
Organic Chemicals	C0029224	MENTIONED_IN	["31062211_fullText_51"]		31062211
Organic Chemicals	C0029224	MENTIONED_IN	["20406734_fullText_4"]		20406734
Organic Chemicals	C0029224	MENTIONED_IN	["8184191_fullText_1"]		8184191
Organic Chemicals	C0029224	MENTIONED_IN	["34506550_fullText_4"]		34506550
Organic Chemicals	C0029224	MENTIONED_IN	["36347933_fullText_6"]		36347933
Organic Chemicals	C0029224	MENTIONED_IN	["36838726_fullText_11"]		36838726
Organic Chemicals	C0029224	COEXISTS_WITH	["36838726_fullText_11"]	Propolis	C0033488
Tetracyclic antidepressant	C0360108	MENTIONED_IN	["38005316_fullText_6"]		38005316
Tetracyclic antidepressant	C0360108	MENTIONED_IN	["36842175_fullText_5","36842175_fullText_6"]		36842175
Tetracyclic antidepressant	C0360108	MENTIONED_IN	["34029378_fullText_5"]		34029378
Tetracyclic antidepressant	C0360108	MENTIONED_IN	["34502332_fullText_1"]		34502332
Mianserin Hydrochloride	C0700456	MENTIONED_IN	["34502332_fullText_1"]		34502332
NK 2 (2,4-dichlorophenoxy)acetic acid, (4-hydroxy-3-nitrophenyl)methyl ester)	C0602375	MENTIONED_IN	["34500841_fullText_4","34500841_fullText_5","34500841_fullText_6"]		34500841
Antithrombins	C0003440	PART_OF	["32530140_fullText_28"]	delta protein	C0082213
Antithrombins	C0003440	PART_OF	["32530140_fullText_6"]	Plasma Proteins	C0032120
Antithrombins	C0003440	COEXISTS_WITH	["8735800_fullText_9"]	Prothrombin	C0033706
Antithrombins	C0003440	COEXISTS_WITH	["8735800_fullText_9"]	Fibrinogen	C0016006
Antithrombins	C0003440	COEXISTS_WITH	["24139637_fullText_21"]	HEPATIC PROTEIN	C1840635
Antithrombins	C0003440	ISA	["33036649_fullText_48"]	Anticoagulants	C0003280
Antithrombins	C0003440	MENTIONED_IN	["38968673_fullText_9"]		38968673
Antithrombins	C0003440	MENTIONED_IN	["35593784_fullText_6"]		35593784
Antithrombins	C0003440	MENTIONED_IN	["34500640_fullText_1"]		34500640
Antithrombins	C0003440	MENTIONED_IN	["37224763_fullText_14"]		37224763
Antithrombins	C0003440	MENTIONED_IN	["8735800_fullText_5","8735800_fullText_7","8735800_fullText_9"]		8735800
Antithrombins	C0003440	MENTIONED_IN	["10401691_fullText_6"]		10401691
Antithrombins	C0003440	MENTIONED_IN	["32530140_fullText_3","32530140_fullText_6","32530140_fullText_7","32530140_fullText_7","32530140_fullText_12","32530140_fullText_12","32530140_fullText_12","32530140_fullText_12","32530140_fullText_12","32530140_fullText_13","32530140_fullText_13","32530140_fullText_14","32530140_fullText_14","32530140_fullText_19","32530140_fullText_28","32530140_fullText_29","32530140_fullText_32","32530140_fullText_33"]		32530140
Antithrombins	C0003440	MENTIONED_IN	["30293989_fullText_7"]		30293989
Antithrombins	C0003440	MENTIONED_IN	["30873657_fullText_7"]		30873657
Antithrombins	C0003440	MENTIONED_IN	["29623892_fullText_4"]		29623892
Antithrombins	C0003440	MENTIONED_IN	["9736238_fullText_6"]		9736238
Antithrombins	C0003440	MENTIONED_IN	["9889493_fullText_13"]		9889493
Antithrombins	C0003440	MENTIONED_IN	["31271700_fullText_3"]		31271700
Antithrombins	C0003440	MENTIONED_IN	["37542768_fullText_1","37542768_fullText_4","37542768_fullText_6"]		37542768
Antithrombins	C0003440	MENTIONED_IN	["33036649_fullText_10","33036649_fullText_26","33036649_fullText_39","33036649_fullText_45","33036649_fullText_47","33036649_fullText_48","33036649_fullText_48","33036649_fullText_51","33036649_fullText_75","33036649_fullText_79","33036649_fullText_82"]		33036649
Antithrombins	C0003440	MENTIONED_IN	["8552211_fullText_4"]		8552211
Antithrombins	C0003440	MENTIONED_IN	["18093857_fullText_10"]		18093857
Antithrombins	C0003440	MENTIONED_IN	["9516657_fullText_3"]		9516657
Antithrombins	C0003440	MENTIONED_IN	["34090370_fullText_14"]		34090370
Antithrombins	C0003440	MENTIONED_IN	["29112118_fullText_91"]		29112118
Antithrombins	C0003440	MENTIONED_IN	["31640729_fullText_103"]		31640729
Antithrombins	C0003440	MENTIONED_IN	["35955863_fullText_93"]		35955863
Antithrombins	C0003440	MENTIONED_IN	["22327749_fullText_30","22327749_fullText_101"]		22327749
Antithrombins	C0003440	MENTIONED_IN	["33554500_fullText_49"]		33554500
Antithrombins	C0003440	MENTIONED_IN	["34831340_fullText_42"]		34831340
Antithrombins	C0003440	MENTIONED_IN	["35308014_fullText_63"]		35308014
Antithrombins	C0003440	MENTIONED_IN	["24139637_fullText_21","24139637_fullText_21","24139637_fullText_25","24139637_fullText_51","24139637_fullText_66","24139637_fullText_66","24139637_fullText_88"]		24139637
Antithrombins	C0003440	MENTIONED_IN	["30838353_fullText_13"]		30838353
Antithrombins	C0003440	STIMULATES	["31271700_fullText_3"]	Protein C	C0033621
Antithrombins	C0003440	CONVERTS_TO	["32530140_fullText_12"]	Peptides	C0030956
Factor Xa inhibitors	C3669283	MENTIONED_IN	["34500640_fullText_1"]		34500640
Thiabendazole	C0039832	MENTIONED_IN	["34498115_fullText_3","34498115_fullText_6","34498115_fullText_7","34498115_fullText_8"]		34498115
Thiabendazole	C0039832	INHIBITS	["34498115_fullText_7"]	Does climb	C0561942
Thiabendazole	C0039832	INHIBITS	["34498115_fullText_7"]	Immobile	C0231441
Thiabendazole	C0039832	DISRUPTS	["34498115_fullText_3"]	catecholamine uptake	C3548592
Micelles	C0025938	COEXISTS_WITH	["38177503_fullText_190"]	NDUFA12 gene	C1826391
Micelles	C0025938	MENTIONED_IN	["10755369_fullText_2"]		10755369
Micelles	C0025938	MENTIONED_IN	["37555905_fullText_3","37555905_fullText_3","37555905_fullText_4","37555905_fullText_4","37555905_fullText_6","37555905_fullText_7","37555905_fullText_8","37555905_fullText_9","37555905_fullText_9","37555905_fullText_9","37555905_fullText_11","37555905_abstract_3","37555905_abstract_3","37555905_abstract_4","37555905_abstract_4","37555905_abstract_6","37555905_abstract_7","37555905_abstract_8","37555905_abstract_9","37555905_abstract_9","37555905_abstract_9","37555905_abstract_11","37555905_fullText_3","37555905_fullText_3","37555905_fullText_4","37555905_fullText_4","37555905_fullText_6","37555905_fullText_7","37555905_fullText_8","37555905_fullText_9","37555905_fullText_9","37555905_fullText_9","37555905_fullText_11"]		37555905
Micelles	C0025938	MENTIONED_IN	["27469511_fullText_5"]		27469511
Micelles	C0025938	MENTIONED_IN	["25135935_fullText_34"]		25135935
Micelles	C0025938	MENTIONED_IN	["37298776_fullText_4","37298776_fullText_12"]		37298776
Micelles	C0025938	MENTIONED_IN	["35570816_fullText_3","35570816_fullText_4","35570816_fullText_5","35570816_fullText_6","35570816_fullText_7","35570816_fullText_7"]		35570816
Micelles	C0025938	MENTIONED_IN	["35533442_fullText_2"]		35533442
Micelles	C0025938	MENTIONED_IN	["34494380_fullText_3","34494380_fullText_4","34494380_fullText_5"]		34494380
R848	C3642356	MENTIONED_IN	["34494380_fullText_4","34494380_fullText_5"]		34494380
propargyl bromide	C1137108	MENTIONED_IN	["34474201_fullText_4"]		34474201
methyl carbamate	C0066233	MENTIONED_IN	["34461507_fullText_5"]		34461507
methyl carbamate	C0066233	MENTIONED_IN	["34492558_fullText_5","34492558_fullText_5"]		34492558
Methyl phenol	C0301043	MENTIONED_IN	["34492558_fullText_5"]		34492558
L-Selenomethionine	C1517683	MENTIONED_IN	["34488355_fullText_3"]		34488355
mouse tears	C1657015	MENTIONED_IN	["34487726_fullText_3"]		34487726
Decarboxylase inhibitor	C0360140	MENTIONED_IN	["8828615_fullText_1"]		8828615
Decarboxylase inhibitor	C0360140	MENTIONED_IN	["34486986_fullText_1"]		34486986
Decarboxylase inhibitor	C0360140	MENTIONED_IN	["36894319_fullText_2"]		36894319
visnagin	C0078355	MENTIONED_IN	["34486204_fullText_2"]		34486204
astragaloside IV	C0378018	MENTIONED_IN	["39472629_fullText_1","39472629_fullText_11"]		39472629
astragaloside IV	C0378018	MENTIONED_IN	["34482800_fullText_2"]		34482800
astragaloside IV	C0378018	MENTIONED_IN	["36113188_fullText_1","36113188_fullText_8"]		36113188
LYCIUM	C2718457	MENTIONED_IN	["34482167_fullText_2"]		34482167
hemiacetal	C0598749	MENTIONED_IN	["34482167_fullText_3"]		34482167
Poloxamer 188	C0600611	MENTIONED_IN	["34481906_fullText_4"]		34481906
Epipen	C0591454	MENTIONED_IN	["34479890_fullText_9"]		34479890
cyclopentanone	C0056796	MENTIONED_IN	["34478946_fullText_2"]		34478946
HYDROFLUOROALKANE	C1721232	MENTIONED_IN	["34478483_fullText_3"]		34478483
Sulphamide	C2737217	MENTIONED_IN	["34474201_fullText_1"]		34474201
Benzylamines	C0005106	MENTIONED_IN	["4269184_fullText_10"]		4269184
Benzylamines	C0005106	MENTIONED_IN	["35822518_fullText_2"]		35822518
Benzylamines	C0005106	MENTIONED_IN	["37054640_fullText_5","37054640_fullText_7"]		37054640
Benzylamines	C0005106	MENTIONED_IN	["34474201_fullText_1","34474201_fullText_3","34474201_fullText_4","34474201_fullText_5","34474201_fullText_5","34474201_fullText_7"]		34474201
Benzylamines	C0005106	compared_with__SPEC__	["37054640_fullText_7"]	5-Methyltetrahydrofolate-Homocysteine S-Methyltransferase	C0039676
SB 399885	C1608770	MENTIONED_IN	["34467765_fullText_5"]		34467765
amentoflavone	C0051561	MENTIONED_IN	["34467660_fullText_4","34467660_fullText_6"]		34467660
amentoflavone	C0051561	MENTIONED_IN	["35255433_fullText_9"]		35255433
amentoflavone	C0051561	MENTIONED_IN	["34907850_fullText_2","34907850_fullText_7","34907850_fullText_8","34907850_fullText_10","34907850_fullText_11"]		34907850
amentoflavone	C0051561	INHIBITS	["34907850_fullText_10"]	Acetylcholinesterase	C0001044
amentoflavone	C0051561	ISA	["34907850_fullText_2"]	Biflavonoids	C1257966
Glycopyrrolate / Neostigmine	C2928994	MENTIONED_IN	["34711192_fullText_2"]		34711192
cirazoline	C0109817	MENTIONED_IN	["34461082_fullText_6"]		34461082
Distilled water	C0790233	MENTIONED_IN	["30816177_fullText_164"]		30816177
Distilled water	C0790233	MENTIONED_IN	["34638685_fullText_151"]		34638685
Distilled water	C0790233	MENTIONED_IN	["36709339_fullText_3","36709339_fullText_4"]		36709339
Distilled water	C0790233	MENTIONED_IN	["37423467_fullText_2"]		37423467
Distilled water	C0790233	MENTIONED_IN	["34460045_fullText_5"]		34460045
Distilled water	C0790233	MENTIONED_IN	["36295524_fullText_3"]		36295524
Distilled water	C0790233	MENTIONED_IN	["37541399_fullText_2"]		37541399
Carbon Tetrachloride	C0007022	MENTIONED_IN	["34456560_fullText_1"]		34456560
prowess	C0592018	MENTIONED_IN	["34454911_fullText_2"]		34454911
Auranofin	C0004320	MENTIONED_IN	["34452405_fullText_4"]		34452405
PB 12	C0965596	MENTIONED_IN	["34450560_fullText_3"]		34450560
5-methyltetrahydrofolate	C0049315	MENTIONED_IN	["12208135_fullText_3","12208135_fullText_5"]		12208135
5-methyltetrahydrofolate	C0049315	MENTIONED_IN	["34450256_fullText_1"]		34450256
gamma-Aminobutyric Acid-ergic Agonist [EPC]	C2917453	MENTIONED_IN	["34000248_fullText_3"]		34000248
gamma-Aminobutyric Acid-ergic Agonist [EPC]	C2917453	MENTIONED_IN	["35622887_fullText_7"]		35622887
gamma-Aminobutyric Acid-ergic Agonist [EPC]	C2917453	MENTIONED_IN	["34450117_fullText_5"]		34450117
gamma-Aminobutyric Acid-ergic Agonist [EPC]	C2917453	MENTIONED_IN	["36363979_fullText_6"]		36363979
gamma-Aminobutyric Acid-ergic Agonist [EPC]	C2917453	MENTIONED_IN	["34181362_fullText_2"]		34181362
gamma-Aminobutyric Acid-ergic Agonist [EPC]	C2917453	DISRUPTS	["35622887_fullText_7"]	Aicardi's syndrome	C0175713
Adrenergic alpha-Agonists	C0001640	MENTIONED_IN	["22992984_fullText_3"]		22992984
Adrenergic alpha-Agonists	C0001640	MENTIONED_IN	["38041226_fullText_2"]		38041226
Adrenergic alpha-Agonists	C0001640	MENTIONED_IN	["34449500_fullText_1"]		34449500
Adrenergic alpha-Agonists	C0001640	MENTIONED_IN	["36824635_fullText_7"]		36824635
Adrenergic alpha-Agonists	C0001640	MENTIONED_IN	["36346349_fullText_1"]		36346349
Adrenergic alpha-Agonists	C0001640	ISA	["36824635_fullText_7"]	Steroids	C0038317
8-aminoquinoline	C0658114	MENTIONED_IN	["34449224_fullText_1"]		34449224
salicylaldehyde	C0073971	MENTIONED_IN	["34449224_fullText_2","34449224_fullText_4"]		34449224
isopimaric acid	C0758901	MENTIONED_IN	["34052752_fullText_3"]		34052752
Thiadiazoles	C0039837	MENTIONED_IN	["34052739_fullText_3"]		34052739
Thiadiazoles	C0039837	MENTIONED_IN	["37869899_fullText_1"]		37869899
artemisinine	C0052430	MENTIONED_IN	["34051675_fullText_1"]		34051675
Artemisia vulgaris, Homeopathic preparation	C0939883	MENTIONED_IN	["34051675_fullText_1"]		34051675
Antimalarials	C0003374	MENTIONED_IN	["31615832_fullText_80"]		31615832
Antimalarials	C0003374	MENTIONED_IN	["36351236_fullText_1","36351236_fullText_3"]		36351236
Antimalarials	C0003374	MENTIONED_IN	["36143915_fullText_1"]		36143915
Antimalarials	C0003374	MENTIONED_IN	["34392085_fullText_3"]		34392085
Antimalarials	C0003374	MENTIONED_IN	["36838749_fullText_2"]		36838749
Antimalarials	C0003374	MENTIONED_IN	["36740790_fullText_5"]		36740790
Antimalarials	C0003374	MENTIONED_IN	["34051675_fullText_1"]		34051675
Artemisinins	C1136174	MENTIONED_IN	["34051675_fullText_3","34051675_fullText_4","34051675_fullText_5"]		34051675
Artemisinins	C1136174	AFFECTS	["34051675_fullText_4"]	Inhibitory Synapse	C1512777
Artemisinins	C1136174	AFFECTS	["34051675_fullText_4"]	Presynaptic Terminals	C0206181
threonyl-lysyl-proline	C0076549	MENTIONED_IN	["34051656_fullText_4","34051656_fullText_4","34051656_fullText_6","34051656_fullText_9","34051656_fullText_12","34051656_fullText_13","34051656_fullText_14"]		34051656
compound B 40	C0637459	MENTIONED_IN	["34051656_fullText_6"]		34051656
DAM-3	C0526953	MENTIONED_IN	["34051656_fullText_10"]		34051656
Xanthurenic Acid	C0078610	MENTIONED_IN	["1244125_fullText_3"]		1244125
Xanthurenic Acid	C0078610	MENTIONED_IN	["123676_fullText_4"]		123676
Xanthurenic Acid	C0078610	MENTIONED_IN	["34051656_fullText_11"]		34051656
indoxyl	C0063522	MENTIONED_IN	["34050907_fullText_1"]		34050907
glucuronide	C0812407	MENTIONED_IN	["37437376_fullText_2","37437376_fullText_2"]		37437376
glucuronide	C0812407	MENTIONED_IN	["34050907_fullText_3"]		34050907
abobotulinumtoxinA	C2719424	MENTIONED_IN	["34678987_fullText_2"]		34678987
abobotulinumtoxinA	C2719424	MENTIONED_IN	["34050898_fullText_4"]		34050898
SK&F 83959	C0215266	MENTIONED_IN	["34049400_fullText_1","34049400_fullText_2","34049400_fullText_3","34049400_fullText_6"]		34049400
SK&F 83959	C0215266	MENTIONED_IN	["36331871_fullText_3","36331871_fullText_4","36331871_fullText_5","36331871_fullText_6","36331871_fullText_7","36331871_fullText_8"]		36331871
SK&F 83959	C0215266	AFFECTS	["36331871_fullText_4"]	Memory impairment	C0233794
SK&F 83959	C0215266	AFFECTS__SPEC__	["34049400_fullText_1"]	Behavior Disorders	C0004930
SK&F 83959	C0215266	ISA	["34049400_fullText_1","36331871_fullText_3"]	Dopamine Agonists	C0178601
SK&F 83959	C0215266	INHIBITS	["36331871_fullText_6"]	Glycogen Synthase Kinases	C0206354
SK&F 83959	C0215266	AFFECTS	["36331871_fullText_4"]	Emotional disorder	C0233459
SK&F 83959	C0215266	ISA	["36331871_fullText_3"]	Benzazepines	C0005034
SK&F 83959	C0215266	INHIBITS	["36331871_fullText_6"]	Calcineurin	C0054450
Azetidines	C0004490	MENTIONED_IN	["34048655_fullText_6"]		34048655
5-(N,N-hexamethylene)amiloride	C0049019	MENTIONED_IN	["36139148_fullText_3"]		36139148
5-(N,N-hexamethylene)amiloride	C0049019	MENTIONED_IN	["34048655_fullText_7","34048655_fullText_7"]		34048655
indan	C0297542	MENTIONED_IN	["34047146_fullText_3"]		34047146
Compound 42	C1520122	MENTIONED_IN	["34047146_fullText_5","34047146_fullText_5"]		34047146
LP-211	C3493495	MENTIONED_IN	["34015444_fullText_8"]		34015444
SB 269970	C0912513	MENTIONED_IN	["36614100_fullText_9"]		36614100
SB 269970	C0912513	MENTIONED_IN	["34015444_fullText_11"]		34015444
Equipoise	C0702057	MENTIONED_IN	["34000356_fullText_3"]		34000356
Equipoise	C0702057	PREDISPOSES	["34000356_fullText_3"]	Thrombus	C0087086
4-(N-maleimido)benzyltrimethylammonium	C0047963	MENTIONED_IN	["34000248_fullText_3","34000248_fullText_3","34000248_fullText_5","34000248_fullText_8","34000248_fullText_12"]		34000248
Prostaglandins D	C0033558	MENTIONED_IN	["23586035_fullText_66","23586035_fullText_77"]		23586035
Prostaglandins D	C0033558	MENTIONED_IN	["27346000_fullText_4"]		27346000
Prostaglandins D	C0033558	MENTIONED_IN	["18408243_fullText_8"]		18408243
Prostaglandins D	C0033558	MENTIONED_IN	["11260612_fullText_10"]		11260612
Prostaglandins D	C0033558	MENTIONED_IN	["20231114_fullText_8"]		20231114
Prostaglandins D	C0033558	MENTIONED_IN	["34000119_fullText_1","34000119_fullText_2","34000119_fullText_2","34000119_fullText_3"]		34000119
Anticoagulant antagonist	C1638316	MENTIONED_IN	["34724841_fullText_2"]		34724841
O-(glucuronic acid 2-sulfate)-(1--4)-O-(2,5)-anhydromannitol 6-sulfate	C0069228	MENTIONED_IN	["34687822_fullText_1","34687822_fullText_1","34687822_fullText_2","34687822_fullText_3","34687822_fullText_4","34687822_fullText_4","34687822_fullText_5","34687822_fullText_6","34687822_fullText_8"]		34687822
1-hydroxybenzotriazole	C0044409	MENTIONED_IN	["34676751_fullText_2","34676751_fullText_3","34676751_fullText_4","34676751_fullText_5","34676751_fullText_8"]		34676751
2-methylindole	C0046385	MENTIONED_IN	["34676751_fullText_4","34676751_fullText_5"]		34676751
AZD 3355	C2743109	MENTIONED_IN	["34675338_fullText_2","34675338_fullText_3","34675338_fullText_4","34675338_fullText_5","34675338_fullText_6"]		34675338
AZD 3355	C2743109	AFFECTS	["34675338_fullText_5"]	Anatomic Node	C0746922
AZD 3355	C2743109	ISA	["34675338_fullText_2"]	lesogaberan	C2743108
lesogaberan	C2743108	MENTIONED_IN	["34675338_fullText_2"]		34675338
6alpha-ethyl-chenodeoxycholic acid	C1143019	MENTIONED_IN	["34675338_fullText_7"]		34675338
flesinoxan	C0060454	MENTIONED_IN	["34673172_fullText_1","34673172_fullText_4","34673172_fullText_6","34673172_fullText_10","34673172_fullText_12"]		34673172
flesinoxan	C0060454	MENTIONED_IN	["35245487_fullText_3"]		35245487
flesinoxan	C0060454	STIMULATES	["34673172_fullText_1"]	Receptor, Serotonin, 5-HT1A	C0379900
flesinoxan	C0060454	STIMULATES	["35245487_fullText_3"]	HTR1A gene	C1415803
Indolizines	C0021243	MENTIONED_IN	["34670332_fullText_1","34670332_fullText_2","34670332_fullText_6"]		34670332
Potassium salt	C0351297	MENTIONED_IN	["29261720_fullText_31"]		29261720
Potassium salt	C0351297	MENTIONED_IN	["26488408_fullText_24"]		26488408
Potassium salt	C0351297	MENTIONED_IN	["22899857_fullText_147"]		22899857
Potassium salt	C0351297	MENTIONED_IN	["37610476_fullText_4"]		37610476
latrepirdine	C0058188	MENTIONED_IN	["36830678_fullText_7"]		36830678
latrepirdine	C0058188	MENTIONED_IN	["34576998_fullText_1","34576998_fullText_1","34576998_fullText_5"]		34576998
latrepirdine	C0058188	compared_with	["34576998_fullText_5"]	Binding Sites	C0005456
Alkylamide	C2585716	MENTIONED_IN	["34572511_fullText_5","34572511_fullText_5"]		34572511
Chromans	C0008542	MENTIONED_IN	["25620325_fullText_16"]		25620325
Chromans	C0008542	MENTIONED_IN	["28916769_fullText_78"]		28916769
Chromans	C0008542	MENTIONED_IN	["34572511_fullText_5","34572511_fullText_5","34572511_fullText_5","34572511_fullText_5"]		34572511
flavanoid	C0598439	MENTIONED_IN	["34572511_fullText_8"]		34572511
Thioridazine	C0039943	AFFECTS	["34571136_fullText_8"]	Genetic Translation Process	C1519614
Thioridazine	C0039943	MENTIONED_IN	["34571136_fullText_8","34571136_fullText_9"]		34571136
montanine	C1869513	MENTIONED_IN	["34555506_fullText_3"]		34555506
MK 212	C0066633	MENTIONED_IN	["36702372_fullText_10","36702372_fullText_11"]		36702372
MK 212	C0066633	MENTIONED_IN	["34555392_fullText_5","34555392_fullText_7"]		34555392
WAY 161503	C1612295	MENTIONED_IN	["34555392_fullText_5"]		34555392
WAY 161503	C1612295	MENTIONED_IN	["37721710_fullText_5"]		37721710
PD 123319	C0135693	MENTIONED_IN	["34536573_fullText_4"]		34536573
HOE 140	C0082926	MENTIONED_IN	["34536573_fullText_6"]		34536573
4-fluorohexahydrosiladifenidol	C0048278	MENTIONED_IN	["34536573_fullText_7"]		34536573
Cognex	C0699954	ISA	["34531295_fullText_3"]	Tacrine	C0039245
Cognex	C0699954	MENTIONED_IN	["34531295_fullText_3"]		34531295
daurisoline	C0112401	MENTIONED_IN	["34531295_fullText_9"]		34531295
dauricine	C0057161	MENTIONED_IN	["34531295_fullText_9"]		34531295
L 838,417	C0915127	MENTIONED_IN	["34530841_fullText_10","34530841_fullText_14"]		34530841
6-chlorotacrine	C0386973	MENTIONED_IN	["35271276_fullText_2"]		35271276
6-chlorotacrine	C0386973	MENTIONED_IN	["34530383_fullText_8"]		34530383
6-chlorotacrine	C0386973	MENTIONED_IN	["36442458_fullText_5","36442458_fullText_8","36442458_fullText_10"]		36442458
6-chlorotacrine	C0386973	compared_with	["36442458_fullText_10"]	Tacrine	C0039245
6-chlorotacrine	C0386973	ISA	["36442458_fullText_5"]	Tacrine	C0039245
5-Trimethoxyamphetamine	C0301363	MENTIONED_IN	["35758657_fullText_1","35758657_fullText_2","35758657_fullText_4","35758657_fullText_7","35758657_fullText_8"]		35758657
5-Trimethoxyamphetamine	C0301363	MENTIONED_IN	["34528182_fullText_5"]		34528182
Protease Inhibitors	C0033607	PART_OF	["21737679_fullText_183"]	Protein Kinases	C0033640
Protease Inhibitors	C0033607	PART_OF	["21737679_fullText_183"]	Phosphotransferases	C0031727
Protease Inhibitors	C0033607	PART_OF	["35406718_fullText_184"]	Cysteine	C0010654
Protease Inhibitors	C0033607	COEXISTS_WITH	["28753212_fullText_68"]	Liquid nitrogen	C0260055
Protease Inhibitors	C0033607	MENTIONED_IN	["39472629_fullText_22"]		39472629
Protease Inhibitors	C0033607	MENTIONED_IN	["38154144_fullText_20"]		38154144
Protease Inhibitors	C0033607	MENTIONED_IN	["32107425_fullText_8"]		32107425
Protease Inhibitors	C0033607	MENTIONED_IN	["23807294_fullText_43"]		23807294
Protease Inhibitors	C0033607	MENTIONED_IN	["19436705_fullText_102"]		19436705
Protease Inhibitors	C0033607	MENTIONED_IN	["29789616_fullText_183"]		29789616
Protease Inhibitors	C0033607	MENTIONED_IN	["27030674_fullText_142"]		27030674
Protease Inhibitors	C0033607	MENTIONED_IN	["26092529_fullText_149"]		26092529
Protease Inhibitors	C0033607	MENTIONED_IN	["26824521_fullText_125"]		26824521
Protease Inhibitors	C0033607	MENTIONED_IN	["23468640_fullText_141"]		23468640
Protease Inhibitors	C0033607	MENTIONED_IN	["24781112_fullText_2"]		24781112
Protease Inhibitors	C0033607	MENTIONED_IN	["22431750_fullText_140","22431750_fullText_174"]		22431750
Protease Inhibitors	C0033607	MENTIONED_IN	["24792155_fullText_57"]		24792155
Protease Inhibitors	C0033607	MENTIONED_IN	["24039817_fullText_11","24039817_fullText_16"]		24039817
Protease Inhibitors	C0033607	MENTIONED_IN	["29309648_fullText_36"]		29309648
Protease Inhibitors	C0033607	MENTIONED_IN	["28535287_fullText_142"]		28535287
Protease Inhibitors	C0033607	MENTIONED_IN	["27763639_fullText_125"]		27763639
Protease Inhibitors	C0033607	MENTIONED_IN	["23118342_fullText_110"]		23118342
Protease Inhibitors	C0033607	MENTIONED_IN	["23209425_fullText_78"]		23209425
Protease Inhibitors	C0033607	MENTIONED_IN	["34884833_fullText_160"]		34884833
Protease Inhibitors	C0033607	MENTIONED_IN	["27827795_fullText_81"]		27827795
Protease Inhibitors	C0033607	MENTIONED_IN	["25135935_fullText_142","25135935_fullText_152"]		25135935
Protease Inhibitors	C0033607	MENTIONED_IN	["22899857_fullText_131","22899857_fullText_141"]		22899857
Protease Inhibitors	C0033607	MENTIONED_IN	["23228021_fullText_30"]		23228021
Protease Inhibitors	C0033607	MENTIONED_IN	["36102038_fullText_39"]		36102038
Protease Inhibitors	C0033607	MENTIONED_IN	["27343064_fullText_28"]		27343064
Protease Inhibitors	C0033607	MENTIONED_IN	["34697629_fullText_59"]		34697629
Protease Inhibitors	C0033607	MENTIONED_IN	["32259258_fullText_150"]		32259258
Protease Inhibitors	C0033607	MENTIONED_IN	["34523348_fullText_4","34523348_fullText_4","34523348_fullText_5"]		34523348
Protease Inhibitors	C0033607	MENTIONED_IN	["36643622_fullText_5"]		36643622
Protease Inhibitors	C0033607	MENTIONED_IN	["3527039_fullText_6","3527039_fullText_8"]		3527039
