Disease1	Disease1_id	RELATION	PROVENANCE	Disease2	Disease2_id
Panophthalmitis	C0030332	IS_A		Purulent endophthalmitis	C0259800
Inflammatory disease of the uterus	C0269047	IS_A		Uterine Diseases	C0042131
Hepatic Infarction	C0151731	IS_A		Vascular disorder of liver	C0400923
Chronic passive congestion of liver	C0156195	IS_A		Vascular disorder of liver	C0400923
Neonatal urinary tract infection	C0235815	IS_A		Non-Neoplastic Urinary System Disorder	C1335051
Epiphora due to insufficient drainage	C0155234	IS_A		Excessive tearing	C0152227
Lice Infestations	C0030756	IS_A		Ectoparasitic Infestations	C0013578
Clonorchiasis	C0009021	IS_A		Helminthiasis	C0018889
Opisthorchiasis	C0029106	IS_A		Helminthiasis	C0018889
Plantar wart	C0042548	IS_A		Virus Diseases	C0042769
Chancroid	C0007947	IS_A		Skin Diseases, Genetic	C0037277
Hypermobility syndrome	C0152093	IS_A		Arthropathy associated with infection	C0157749
Localized anterior staphyloma	C0155362	IS_A		Scleral staphyloma	C0155359
Equatorial staphyloma	C0155361	IS_A		Scleral staphyloma	C0155359
Staphyloma posticum	C0155360	IS_A		Scleral staphyloma	C0155359
Acute myringitis	C0155460	IS_A		Disorder of tympanic membrane	C0041825
Bullous myringitis	C0155461	IS_A		Disorder of tympanic membrane	C0041825
Anterior scleritis	C0155353	IS_A		Scleritis	C0036416
Inclusion conjunctivitis	C0009770	IS_A		Conjunctival Diseases	C0009759
Pharyngo-Conjunctival Fever	C0031351	IS_A		Virus Diseases	C0042769
Hyperlipidemia, Familial Combined	C0020474	IS_A		Hyperlipoproteinemias	C0020476
Fox Fordyce disease	C0016632	IS_A		Sweat Gland Diseases	C0038986
Chronic subinvolution of uterus	C0156370	IS_A		Uterine Diseases	C0042131
Lymphogranuloma Venereum	C0024286	IS_A		Granuloma Inguinale	C0018190
Tetanic cataract	C0039613	IS_A		Other cataract	C0029531
Parasitic eyelid infestation	C0155183	IS_A		Infective dermatitis of eyelid of types resulting in deformity	C0155181
Squamous blepharitis	C0155174	IS_A		Infective dermatitis of eyelid of types resulting in deformity	C0155181
Extrapyramidal and movement disorders	C0477355	IS_A		Movement Disorders	C0026650
Scleritis with corneal involvement	C0155355	IS_A		Scleritis	C0036416
Acute angle-closure glaucoma	C0154946	IS_A		Primary angle-closure glaucoma	C0017606
Superior Oblique Palsy, Neurogenic	C0751939	IS_A		Cranial nerve diseases	C0010266
Multiple cranial nerve palsy	C0154733	IS_A		Disorders of other cranial nerves	C0154730
Circumscribed labyrinthitis	C0155505	IS_A		Labyrinthitis	C0022893
Bird Fancier's Lung	C0005592	IS_A		Extrinsic allergic alveolitis	C0002390
White Piedra	C0040249	IS_A		Superficial mycosis	C2980104
Color Blindness, Red-Green	C0155016	IS_A		Color blindness	C0242225
Thrombophlebitis migrans	C0152250	IS_A		Thrombophlebitis of superficial veins of lower extremity	C0265057
Parasitic endophthalmitis	C0014238	IS_A		Adenovirus infection in conditions classified elsewhere and of unspecified site	C0001485
Primary lacrimal atrophy	C0155229	IS_A		Lacrimal Apparatus Diseases	C0022904
Cleidocranial Dysplasia	C0008928	IS_A		Osteochondrodysplasias	C0029422
Contact blepharoconjunctivitis	C0155150	IS_A		Blepharoconjunctivitis	C0005743
Blepharoconjunctivitis	C0005743	IS_A		Infective dermatitis of eyelid of types resulting in deformity	C0155181
Thoracoabdominal aortic aneurysm, ruptured	C1305122	IS_A		Aortic Diseases	C0003493
Infection due to Brucella canis	C0494040	IS_A		Brucellosis	C0006309
Tietze's Syndrome	C0040213	IS_A		Syndrome	C0039082
Algoneurodystrophy	C0205930	IS_A		Complex Regional Pain Syndromes	C0458219
Megaloblastic anemia due to folate deficiency	C0151482	IS_A		Deficiency Diseases	C0011156
POEMS Syndrome	C0085404	IS_A		Blood Protein Disorders	C0005830
Residual stage of angle-closure glaucoma	C0154948	IS_A		Primary angle-closure glaucoma	C0017606
myasthenia gravis without acute exacerbation	C1260409	IS_A		Autoimmune Diseases of the Nervous System	C0751871
Iritis	C0022081	IS_A		Iris Diseases	C0022078
Acute post-streptococcal glomerulonephritis	C0403414	IS_A		Glomerulonephritis	C0017658
Acute diffuse nephritis	C0341689	IS_A		Glomerulonephritis diffuse	C0859036
Glomerulonephritis diffuse	C0859036	IS_A		Glomerulonephritis	C0017658
Blackwater Fever	C0005681	IS_A		Malaria	C0024530
Anterior uveitis	C0042165	IS_A		Panuveitis	C0030343
Nystagmus associated with disorder of the vestibular system	C0155379	IS_A		Other degenerative disorders of globe	C0154780
Geniculate Ganglionitis	C0017407	IS_A		Facial Nerve Diseases	C0015464
Familial hyperaldosteronism type 1	C3838731	IS_A		Hyperaldosteronism	C0020428
Toxic labyrinthitis	C0155507	IS_A		Labyrinthitis	C0022893
Tennis Elbow	C0039516	IS_A		Osteitis	C0029400
Root Caries	C0162644	IS_A		Dental caries of smooth surface	C1456145
Atherosclerosis of renal artery	C0155734	IS_A		Renal vascular disorder	C0268790
Boutonneuse Fever	C0006060	IS_A		Spotted Fever Group Rickettsiosis	C0038041
Infertility due to extratesticular cause	C0021360	IS_A		Male infertility	C0021364
De Quervain Disease	C0149870	IS_A		Arthropathy associated with infection	C0157749
Glossitis	C0017675	IS_A		Tongue Diseases	C0040409
Lipomatosis	C0023801	IS_A		Skin Diseases, Genetic	C0037277
Blue Toe Syndrome	C0242645	IS_A		Cholesterol Embolism	C0149649
Cholesterol Embolism	C0149649	IS_A		Spinal Cord Ischemia	C0752130
Lateral cystocele	C2711750	IS_A		Other specified genital prolapse	C0029801
Midline cystocele	C1456248	IS_A		Other specified genital prolapse	C0029801
Broad ligament laceration syndrome	C0152079	IS_A		Female Genital Diseases	C0017411
Erosion, extending into pulp	C1456163	IS_A		Tooth Erosion	C0040436
Disorder of ureter	C0403608	IS_A		Non-Neoplastic Urinary System Disorder	C1335051
Acute retrobulbar neuritis	C0155301	IS_A		Optic Neuritis	C0029134
Hyperactive bilateral labyrinthine dysfunction	C0155516	IS_A		Labyrinthine dysfunction	C0155514
Congestive rheumatic heart failure	C0155582	IS_A		Congestive heart failure	C0018802
Congenital hypogammaglobulinemia	C1457897	IS_A		Other selective immunoglobulin deficiencies	C0154276
X-linked agammaglobulinemia	C0221026	IS_A		Hypogammaglobulinemia	C0086438
Calcific tendinitis of shoulder	C0158303	IS_A		Tendinitis	C0039503
Frozen shoulder	C0311223	IS_A		Connective Tissue Diseases	C0009782
Bicipital tenosynovitis	C0158304	IS_A		Tenosynovitis	C0039520
Tenosynovitis	C0039520	IS_A		Tendinitis	C0039503
Posterior dislocation of lens	C0155373	IS_A		Other degenerative disorders of globe	C0154780
Childhood hypophosphatasia (disorder)	C0220743	IS_A		Syndrome	C0039082
Dihydropyrimidinuria	C3495551	IS_A		Other disorders of purine and pyrimidine metabolism	C0029595
Ochronosis	C0028817	IS_A		Connective Tissue Diseases	C0009782
Calcification of trachea	C0264324	IS_A		Tracheal Diseases	C0040580
Acute frontal sinusitis	C0155805	IS_A		Frontal Sinusitis	C0016735
Scleromalacia perforans	C0155354	IS_A		Scleral Diseases	C0036412
Orbital cyst	C0155285	IS_A		Orbital Diseases	C0029182
Enteric tularemia	C0152942	IS_A		Digestive System Disorders	C0012242
Chronic perichondritis of pinna	C0155391	IS_A		Perichondritis of pinna	C0155389
Perichondritis of pinna	C0155389	IS_A		Infective otitis externa	C0021355
Epiphora due to excess lacrimation	C0155233	IS_A		Excessive tearing	C0152227
Cystoid macular retinal degeneration	C0154850	IS_A		Degeneration of macula and posterior pole of retina	C0339436
Chronic purulent otitis media	C0271454	IS_A		Suppurative otitis media	C0029888
Chronic atticoantral suppurative otitis media	C0155441	IS_A		Chronic purulent otitis media	C0271454
Pyoureter	C0034223	IS_A		Disorder of ureter	C0403608
Vitreoretinal dystrophy	C0154863	IS_A		Retinal Dystrophies	C0854723
Dystrophies primarily involving the retinal pigment epithelium	C0154865	IS_A		Retinal Dystrophies	C0854723
retinal dystrophy in systemic or cerebroretinal lipidoses	C0154861	IS_A		Retinal Dystrophies	C0854723
Adult-Onset Still Disease	C0085253	IS_A		Rheumatoid Arthritis	C0003873
Oral candidiasis	C0006849	IS_A		Mouth Diseases	C0026636
Pulmonary Valve Disorder	C0034087	IS_A		Heart Valve Prolapse	C0079485
Suppurative cholangitis	C0267924	IS_A		Cholangitis	C0008311
Ascending cholangitis	C0311273	IS_A		Cholangitis	C0008311
Acute cholangitis	C0267917	IS_A		Cholangitis	C0008311
Pericholangitis	C0031052	IS_A		Cholangitis	C0008311
Atrophy of vulva	C0156393	IS_A		Vulvar Diseases	C0042994
Shoulder Impingement Syndrome	C0376685	IS_A		Arthropathy associated with infection	C0157749
Osteoarthropathy, Primary Hypertrophic	C0029411	IS_A		Syndrome	C0039082
Patellofemoral Pain Syndrome	C0877149	IS_A		Arthropathy associated with infection	C0157749
Neurogenic arthropathy	C0003892	IS_A		Arthropathy associated with infection	C0157749
Brawny scleritis	C0155356	IS_A		Anterior scleritis	C0155353
Dystrophy of vulva	C0013426	IS_A		Vulvar Diseases	C0042994
Empyema, Tuberculous	C0014014	IS_A		Empyema, Pleural	C0014013
Empyema, Pleural	C0014013	IS_A		Pleural Diseases	C0032226
Pleuropneumonia	C0032241	IS_A		Pneumonia	C0032285
Quartan malaria	C0024536	IS_A		Malaria	C0024530
Mixed malaria	C0153121	IS_A		Malaria	C0024530
Hyperestrogenism	C0154209	IS_A		Other ovarian failure	C0029697
Thyroiditis, Suppurative	C0040150	IS_A		Thyroiditis	C0040147
Thyroiditis	C0040147	IS_A		Thyroid Diseases	C0040128
Riedel's thyroiditis	C0154162	IS_A		Thyroiditis	C0040147
Acute thyroiditis	C0001360	IS_A		Thyroiditis	C0040147
Corneal ectasia	C0155135	IS_A		Corneal Diseases	C0010034
Crusted scabies	C0028425	IS_A		Scabies infestation	C0036262
Scabies infestation	C0036262	IS_A		Mite Infestations	C0026229
Senile degeneration of brain	C0154669	IS_A		Degenerative brain disorder	C0154671
External resorption of tooth	C0266878	IS_A		Tooth Resorption	C0040451
Atrophy of tongue papillae	C0155964	IS_A		Glossitis	C0017675
Other specified protozoal intestinal diseases	C0152507	IS_A		Dysentery	C0013369
Capillary Leak Syndrome	C0343084	IS_A		Disease of capillaries	C0155765
Loss of labyrinthine reactivity, bilateral	C0155520	IS_A		Labyrinthine dysfunction	C0155514
Dracunculiasis	C0013100	IS_A		Helminthiasis	C0018889
Dipetalonema Infections	C0012517	IS_A		Disorder of eye	C0015397
Glossopharyngeal Neuralgia	C0154731	IS_A		Disorders of other cranial nerves	C0154730
Abnormality of secretion of glucagon	C0154191	IS_A		Other disorders of pancreatic internal secretion	C0154189
Chronic tubotympanic suppurative otitis media	C0155440	IS_A		Suppurative otitis media	C0029888
Sclerosing keratitis	C0155090	IS_A		Interstitial and deep keratitis	C0155087
Anatomical narrow angle glaucoma	C0154947	IS_A		Primary angle-closure glaucoma	C0017606
Gonadal Dysgenesis, 46,XY	C0018054	IS_A		Gonadal Dysgenesis	C0018051
Gonadal Dysgenesis, Mixed	C0018055	IS_A		Gonadal Dysgenesis	C0018051
Farmer's Lung	C0015634	IS_A		Extrinsic allergic alveolitis	C0002390
Brucella melitensis infection	C0302362	IS_A		Brucellosis	C0006309
Brucella abortus infection	C0302363	IS_A		Brucellosis	C0006309
Hantavirus Pulmonary Syndrome	C0243025	IS_A		Virus Diseases	C0042769
Dumping Syndrome	C0013288	IS_A		Postgastrectomy Syndromes	C0032763
Postgastrectomy Syndromes	C0032763	IS_A		Intestinal Diseases	C0021831
Lipoid Proteinosis of Urbach and Wiethe	C0023795	IS_A		Lipid Metabolism, Inborn Errors	C0023772
Peripheral degeneration of cornea	C0155123	IS_A		Corneal degeneration	C0155118
Candidiasis of skin and nails	C0006842	IS_A		Nail Diseases	C0027339
Partial retinal artery occlusion	C0154839	IS_A		Retinal Artery Occlusion	C0035302
Atypical Argyll-Robertson pupil (disorder)	C0155375	IS_A		Other anomalies of pupillary function	C0155376
Anaerobic meningitis	C0375197	IS_A		Meningitis, Bacterial	C0085437
Postoperative hypothyroidism	C0154157	IS_A		Hypothyroidism	C0020676
Disease of thymus gland	C0154199	IS_A		Lymphatic Diseases	C0024228
Steroid responders borderline glaucoma	C0339572	IS_A		Preglaucoma	C0549470
Root Resorption	C0035851	IS_A		Tooth Resorption	C0040451
Acrodysostosis	C0220659	IS_A		Dysostoses	C0013393
Serous labyrinthitis	C0155504	IS_A		Labyrinthitis	C0022893
Bixler Christian Gorlin syndrome	C0220742	IS_A		Syndrome	C0039082
VATER Association	C0220708	IS_A		Syndrome	C0039082
Inner ear infection	C1168225	IS_A		Diseases of inner ear	C0494559
Maxillonasal dysplasia, Binder type	C0220692	IS_A		Disorder of nasal cavity	C0339820
Rieger syndrome	C0265341	IS_A		Disorder of eye	C0015397
Diastrophic dysplasia	C0220726	IS_A		Osteochondrodysplasias	C0029422
Hidrotic Ectodermal Dysplasia	C0162361	IS_A		Ectodermal Dysplasia	C0013575
Thrombocytopenia-Absent Radius Syndrome	C0175703	IS_A		Syndrome	C0039082
Branchio-Oto-Renal Syndrome	C0265234	IS_A		Syndrome	C0039082
FG syndrome	C0220769	IS_A		Syndrome	C0039082
Ehlers-Danlos syndrome type 1	C0268335	IS_A		Ehlers-Danlos Syndrome	C0013720
Weaver-Like Syndrome	C0220765	IS_A		Syndrome	C0039082
Craniofrontonasal dysplasia	C0220767	IS_A		Syndrome	C0039082
Trichorhinophalangeal dysplasia type I	C0432233	IS_A		Syndrome	C0039082
Sotos' syndrome	C0175695	IS_A		Syndrome	C0039082
Ehlers-Danlos syndrome, type 3 (disorder)	C0268337	IS_A		Ehlers-Danlos Syndrome	C0013720
Ehlers-Danlos syndrome, recessive type IV	C0268340	IS_A		Ehlers-Danlos Syndrome	C0013720
Ehlers-Danlos syndrome type 6	C0268342	IS_A		Ehlers-Danlos Syndrome	C0013720
Blepharophimosis, Ptosis, and Epicanthus Inversus	C0220663	IS_A		Syndrome	C0039082
KBG syndrome	C0220687	IS_A		Syndrome	C0039082
Dubowitz syndrome	C0175691	IS_A		Syndrome	C0039082
OSTEOCHONDROSIS DEFORMANS TIBIAE, FAMILIAL INFANTILE TYPE	C0220757	IS_A		Osteochondrodysplasias	C0029422
Echinococcus granulosus infection	C0152068	IS_A		Encephalopathies	C0085584
Echinococcosis	C0013502	IS_A		Helminthiasis	C0018889
Chronic gonococcal cervicitis	C0153206	IS_A		Chronic cervicitis	C0269062
Chronic cervicitis	C0269062	IS_A		Uterine cervicitis and endocervicitis	C0007861
Cecal Diseases	C0007527	IS_A		Intestinal Diseases	C0021831
Panniculitis, Nodular Nonsuppurative	C0030328	IS_A		Panniculitis	C0030326
Panniculitis	C0030326	IS_A		Skin Diseases, Genetic	C0037277
Arthus Reaction	C0003907	IS_A		Immune Complex Diseases	C0020951
Immune Complex Diseases	C0020951	CAUSES	["31375398_fullText_2"]	Angioedemas, Hereditary	C0019243
Mechanical ectropion	C0155194	IS_A		Ectropion	C0013592
Spastic ectropion	C0155195	IS_A		Ectropion	C0013592
Scleroderma, Limited	C0748540	IS_A		Systemic Scleroderma	C0036421
Lung disease with systemic sclerosis	C0339904	IS_A		Lung diseases	C0024115
Tuberculosis, Laryngeal	C0041315	IS_A		Laryngitis	C0023067
Acute Chest Syndrome	C0742343	IS_A		Lung diseases	C0024115
Rheumatic fever without heart involvement	C0264743	IS_A		Bacterial Infections	C0004623
Hypoglycemic coma	C0020617	IS_A		Encephalopathies	C0085584
Intracranial Tuberculoma	C0085388	IS_A		CNS disorder	C0007682
Tuberculosis, Osteoarticular	C0041324	IS_A		Bone Diseases	C0005940
Arthropathy in Behcet's syndrome	C0157770	IS_A		Arthropathy associated with infection	C0157749
Spontaneous tension pneumothorax	C0155907	IS_A		Other spontaneous pneumothorax	C0029850
Other spontaneous pneumothorax	C0029850	IS_A		Pleural Diseases	C0032226
Other chronic cystitis	C0156268	IS_A		Cystitis	C0010692
Rheumatic aortic stenosis	C0155567	IS_A		Aortic valve disorder	C1260873
Shuddering attacks	C0375200	IS_A		Movement Disorders	C0026650
Partial occlusion of retinal vein	C0271080	IS_A		Retinal Vein Occlusion	C0035328
Retinal Vein Occlusion	C0035328	IS_A		Other venous embolism & thrombosis	C0155774
Cryptosporidiosis	C0010418	IS_A		Intestinal Diseases	C0021831
Lip Diseases	C0023760	IS_A		Mouth Diseases	C0026636
Megacolon, Toxic	C0025162	IS_A		Megacolon	C0025160
Loss of labyrinthine reactivity, unilateral	C0155519	IS_A		Labyrinthine dysfunction	C0155514
Hyperactive labyrinth, unilateral	C0155515	IS_A		Labyrinthine dysfunction	C0155514
Other and unspecified anterior pituitary hyperfunction	C0029493	IS_A		Endocrine System Diseases	C0014130
Mononeuritis	C0235880	IS_A		Mononeuropathies	C0494491
Reflex Sympathetic Dystrophy	C0034931	IS_A		Complex Regional Pain Syndromes	C0458219
Mononeuritis Multiplex	C0151295	IS_A		Mononeuritis of upper limb and mononeuritis multiplex	C0154741
Mononeuritis of upper limb, unspecified	C0154746	IS_A		Mononeuritis of upper limb and mononeuritis multiplex	C0154741
Cherubism	C0008029	IS_A		Skin Diseases, Genetic	C0037277
Chronic rheumatic pericarditis	C0155561	IS_A		Pericarditis	C0031046
Hepatitis, Viral, Animal	C0019194	IS_A		Virus Diseases	C0042769
Eczematous dermatitis of eyelid	C0155177	IS_A		Noninfectious dermatosis of eyelid	C0155176
Noninfectious dermatosis of eyelid	C0155176	IS_A		Infective dermatitis of eyelid of types resulting in deformity	C0155181
Allergic contact dermatitis of eyelid	C0155178	IS_A		Noninfectious dermatosis of eyelid	C0155176
Sigmoid Diseases	C0037072	IS_A		Colonic Diseases	C0009373
Supravalvular aortic stenosis	C0003499	IS_A		Rheumatic aortic stenosis	C0155567
Laurence-Moon Syndrome	C0023138	IS_A		Syndrome	C0039082
Intermittent tropia	C0152210	IS_A		Other specified strabismus	C0029831
Trichomonas Infections	C0040921	IS_A		Protozoan Infections	C0033740
Fallopian Tube Diseases	C0015556	IS_A		Female Genital Diseases	C0017411
Bronchiolitis Obliterans	C0006272	IS_A		Lung Diseases, Interstitial	C0206062
Acute interstitial pneumonia	C1279945	IS_A		Hamman-Rich syndrome	C0085786
Chronic eustachian tube salpingitis	C0155430	IS_A		Eustachian tube salpingitis	C0155428
Nezelof's syndrome	C0152094	IS_A		Congenital T-Cell Immunodeficiency	C1333147
Hepatitis, Chronic, Drug-Induced	C0524912	IS_A		Chronic Persistent Hepatitis	C0149519
Hepatitis D Infection	C0011226	IS_A		Virus Diseases	C0042769
Acute maxillary sinusitis	C0155804	IS_A		Maxillary Sinusitis	C0024959
Reactive Cutaneous Fibrous Lesion	C1335666	IS_A		Skin Diseases, Genetic	C0037277
Candidiasis, Chronic Mucocutaneous	C0006845	IS_A		Nail Diseases	C0027339
Perinatal intestinal perforation	C0159006	IS_A		Intestinal Perforation	C0021845
Isosporiasis	C0311386	IS_A		Coccidiosis	C0009187
Focal Dermal Hypoplasia	C0016395	IS_A		Syndrome	C0039082
Pulmonary tularemia	C0339946	IS_A		Lung diseases	C0024115
Enamel caries	C0266853	IS_A		Dental caries of smooth surface	C1456145
Carbuncle and furuncle of unspecified site	C0007079	IS_A		Pyoderma	C0034212
Post-surgical hypoinsulinemia	C0154190	IS_A		Other disorders of pancreatic internal secretion	C0154189
Dental Enamel Hypoplasia	C0011351	IS_A		Other specified diseases of hard tissues of teeth	C0029770
Acute perichondritis of pinna	C0155390	IS_A		Perichondritis of pinna	C0155389
Hereditary Factor XIII Deficiency	C0015530	IS_A		Blood Coagulation Disorders	C0005779
Factor VII Deficiency	C0015503	IS_A		Blood Coagulation Disorders	C0005779
Hereditary Factor V Deficiency	C0015499	IS_A		Blood Coagulation Disorders	C0005779
Bernard-Soulier Syndrome	C0005129	IS_A		Blood Coagulation Disorders	C0005779
Thrombasthenia	C0040015	IS_A		Blood Platelet Disorders	C0005818
Factor X Deficiency	C0015519	IS_A		Blood Coagulation Disorders	C0005779
Platelet Storage Pool Deficiency	C0032197	IS_A		Blood Platelet Disorders	C0005818
Basilar Artery Insufficiency	C0004812	IS_A		Syndrome	C0039082
Factor XII Deficiency	C0015526	IS_A		Blood Coagulation Disorders	C0005779
Hereditary factor II deficiency disease	C0272317	IS_A		Thrombophilia	C0398623
Afibrinogenemia	C0001733	IS_A		Blood Coagulation Disorders	C0005779
Granulomatous hepatitis	C0235369	IS_A		Chronic Persistent Hepatitis	C0149519
Hypertrophic elongation of cervix	C0020561	IS_A		Cervix Diseases	C0007867
Candidiasis, Vulvovaginal	C0700345	IS_A		Candidiasis	C0006840
Chronic pharyngitis and nasopharyngitis	C0155824	IS_A		Other disease of nasal cavity and sinuses	C0029581
Hidradenitis	C0085160	IS_A		Sweat Gland Diseases	C0038986
Atrophy of prostate	C0156296	IS_A		Prostatic Diseases	C0033575
Malt-workers' lung	C0155888	IS_A		Extrinsic allergic alveolitis	C0002390
Viral gastritis	C0563238	IS_A		Virus Diseases	C0042769
Polyclonal hypergammaglobulinemia	C0154254	IS_A		Other disorders of plasma protein metabolism	C0029594
Generalized atherosclerosis	C0017327	IS_A		Atherosclerosis	C0004153
Leukoerythroblastic Anemia	C0002890	IS_A		Aplastic Anemia	C0002874
Postphlebitic Syndrome	C0032807	IS_A		Venous Insufficiency	C0042485
Encephalitis, West Nile Fever	C0751583	IS_A		Encephalopathies	C0085584
West Nile Fever	C0043124	IS_A		Virus Diseases	C0042769
Neuroaxonal Dystrophies	C0338473	IS_A		Degenerative brain disorder	C0154671
Elliptocytosis, Hereditary	C0013902	IS_A		Hematological Disease	C0018939
Cystitis glandularis	C0268837	IS_A		Other chronic cystitis	C0156268
Hyperpituitarism	C0020506	IS_A		Other and unspecified anterior pituitary hyperfunction	C0029493
Central retinal vein occlusion	C0154841	IS_A		Retinal Vein Occlusion	C0035328
Angular blepharoconjunctivitis	C0155149	IS_A		Blepharoconjunctivitis	C0005743
Papillary conjunctivitis	C0854165	IS_A		Conjunctivitis	C0009763
Anterior dislocation of lens	C0155372	IS_A		Other degenerative disorders of globe	C0154780
Tooth surface loss	C0399400	IS_A		Tooth Erosion	C0040436
Takayasu Arteritis	C0039263	IS_A		Vasculitis	C0042384
Orchitis	C0029191	IS_A		Testicular Diseases	C0039584
Splenic abscess	C0272412	IS_A		Splenic Diseases	C0037997
Splenic Infarction	C0037998	IS_A		Splenic Diseases	C0037997
Extratemporal epilepsy	C0270849	IS_A		Epilepsy	C0014544
Tactile Epilepsy	C0393724	IS_A		Epilepsy, Reflex	C0270857
Granulomatous Angiitis	C0018202	IS_A		Vasculitis	C0042384
Polychondritis, Relapsing	C0032453	IS_A		Chondromalacia	C0085700
Articular cartilage disorder	C0158073	IS_A		Cartilage Diseases	C0007302
Suppurative Periapical Periodontitis	C0031024	IS_A		Periapical Periodontitis	C0031030
Retinal Drusen	C0035312	IS_A		Degeneration of macula and posterior pole of retina	C0339436
Mushroom Worker's Lung	C0155889	IS_A		Extrinsic allergic alveolitis	C0002390
Sick Building Syndrome	C0037050	IS_A		Extrinsic allergic alveolitis	C0002390
Bloom Syndrome	C0005859	IS_A		Syndrome	C0039082
Hemopneumothorax	C0019077	IS_A		Other spontaneous pneumothorax	C0029850
Dyskeratosis Congenita	C0265965	IS_A		Skin Diseases, Genetic	C0037277
Rothmund-Thomson syndrome	C0032339	IS_A		Skin Diseases, Genetic	C0037277
Atrophic condition of skin	C0151514	IS_A		Skin Diseases, Genetic	C0037277
Keratosis Follicularis	C0022595	IS_A		Keratosis	C0022593
Acro-Osteolysis	C0917990	IS_A		Bone Diseases	C0005940
Pseudoxanthoma Elasticum	C0033847	IS_A		Connective Tissue Diseases	C0009782
Gilbert Disease	C0017551	IS_A		Hyperbilirubinemia, Hereditary	C0020435
Pyeloureteritis cystica	C0156254	IS_A		Pyelitis	C0034183
Glycogen Storage Disease Type IV	C0017923	IS_A		Glycogen Storage Disease	C0017919
Glycogen Storage Disease Type VIII	C0017927	IS_A		Glycogen Storage Disease	C0017919
Glycogen Storage Disease Type VI	C0017925	IS_A		Glycogen Storage Disease	C0017919
Dermatitis, Irritant	C0162823	IS_A		Contact Dermatitis	C0011616
Necatoriasis	C0027528	IS_A		Helminthiasis	C0018889
Nonspecific interstitial pneumonia	C1290344	IS_A		Hamman-Rich syndrome	C0085786
Middle Lobe Syndrome	C0026069	IS_A		Lung diseases	C0024115
Acalculous Cholecystitis	C0267841	IS_A		Cholecystitis	C0008325
Geotrichosis	C0017455	IS_A		Opportunistic mycosis	C0029119
Dehydration polycythemia	C0856815	IS_A		Secondary polycythemia	C1318533
Secondary polycythemia	C1318533	IS_A		Polycythemia	C0032461
Polycythemia due to hypoxia	C0856818	IS_A		Secondary polycythemia	C1318533
Stress polycythemia	C0541719	IS_A		Secondary polycythemia	C1318533
Polycythemia due to excess erythopoetin production	C0391869	IS_A		Secondary polycythemia	C1318533
Hyperthyroxinemia	C0020551	IS_A		Thyroid Diseases	C0040128
Hemoglobin C Disease	C0019021	IS_A		Hemoglobinopathies	C0019045
Anemia, Hemolytic, Congenital Nonspherocytic	C0002882	IS_A		Anemia, Hemolytic, Congenital	C0002881
Nodular degeneration of cornea	C0155122	IS_A		Corneal degeneration	C0155118
Endometriosis of uterus	C0341858	IS_A		Uterine Diseases	C0042131
Retrocochlear Diseases	C0035352	IS_A		Ear Diseases	C0013447
Goldenhar Syndrome	C0265240	IS_A		Syndrome	C0039082
Glomerulonephritis, Membranoproliferative	C0017662	IS_A		Glomerulonephritis	C0017658
Klippel-Trenaunay-Weber Syndrome	C0022739	IS_A		Syndrome	C0039082
Aleutian Mink Disease	C0002016	IS_A		Virus Diseases	C0042769
Chediak-Higashi Syndrome	C0007965	IS_A		Syndrome	C0039082
Hyperimmunoglobulin Syndrome	C1334069	IS_A		Other selective immunoglobulin deficiencies	C0154276
Periarthritis	C0031037	IS_A		Bursitis	C0006444
Renal Artery Obstruction	C0035066	IS_A		Renal vascular disorder	C0268790
Kidney Papillary Necrosis	C0022667	IS_A		Kidney Diseases	C0022658
Perinephritis	C0031065	IS_A		Kidney Diseases	C0022658
Wissler's Syndrome	C0043195	IS_A		Syndrome	C0039082
Eosinophilic granulomatosis with polyangiitis	C0008728	IS_A		Vasculitis	C0042384
Balkan Nephropathy	C0004698	IS_A		Nephritis, Interstitial	C0027707
Non-specific granulomatous orchitis	C0436545	IS_A		Testicular Diseases	C0039584
Toxascariasis	C0040522	IS_A		Helminthiasis	C0018889
Ascaridiasis	C0003952	IS_A		Helminthiasis	C0018889
T-Lymphocytopenia, Idiopathic CD4-Positive	C0206744	IS_A		Lymphopenia	C0024312
tenosynovitis of ankle/foot	C0158331	IS_A		Tenosynovitis	C0039520
Proctitis	C0033246	IS_A		Rectal Diseases	C0034882
Porphyria Cutanea Tarda	C0162566	IS_A		Porphyrias, Hepatic	C0162533
Facial Dermatoses	C0015456	IS_A		Skin Diseases, Genetic	C0037277
Scalp Dermatoses	C0036271	IS_A		Skin Diseases, Genetic	C0037277
Acanthosis Nigricans	C0000889	IS_A		Other dyschromia	C0375489
Scleredema Adultorum	C0036413	IS_A		Skin Diseases, Genetic	C0037277
Mucinoses	C0162855	IS_A		Connective Tissue Diseases	C0009782
Leg Dermatoses	C0023219	IS_A		Skin Diseases, Genetic	C0037277
Hyperlipoproteinemia Type III	C0020479	IS_A		Hyperlipoproteinemias	C0020476
Hand Dermatoses	C0018567	IS_A		Skin Diseases, Genetic	C0037277
Vascular myelopathy	C0154685	IS_A		Spinal Cord Diseases	C0037928
Junctional Epidermolysis Bullosa	C0079301	IS_A		Epidermolysis Bullosa	C0014527
Tropical Spastic Paraparesis	C0030481	IS_A		Virus Diseases	C0042769
Causalgia	C0007462	IS_A		Complex Regional Pain Syndromes	C0458219
