Gene1	Gene1_id	RELATION	PROVENANCE	Gene2	Gene2_id
NGLY1 gene	C1425023	compared_with	["34878535_fullText_4","30135079_fullText_36","35565658_fullText_231","34120625_fullText_37","34120625_fullText_53","34120625_fullText_157","32259258_fullText_20","32259258_fullText_23"]	NGLY1 gene	C1425023
NGLY1 gene	C1425023	IS_TREATED	["31311714_fullText_6"]	LRP2 wt Allele	C3811119
MPI gene	C1417244	COEXISTS_WITH	["29112118_fullText_121"]	PMM2 gene	C1418674
MPI gene	C1417244	COEXISTS_WITH	["35279850_fullText_63"]	ALG3 gene	C1427879
MPI gene	C1417244	COEXISTS_WITH	["29112118_fullText_121"]	SLC16A1 gene	C1420102
MPI gene	C1417244	INHIBITS	["22956764_fullText_76"]	PMM2 gene	C1418674
MPI gene	C1417244	STIMULATES	["30530630_fullText_39"]	PMM2 gene	C1418674
MPI gene	C1417244	PRODUCES	["22899857_fullText_98","22956764_fullText_152"]	PMM2 gene	C1418674
MPI gene	C1417244	compared_with	["22956764_fullText_75"]	MPI gene	C1417244
MPI gene	C1417244	higher_than	["22956764_fullText_75"]	MPI gene	C1417244
PMM2 gene	C1418674	COEXISTS_WITH	["33632285_fullText_9"]	MPI gene	C1417244
PMM2 gene	C1418674	COEXISTS_WITH	["30530630_fullText_79"]	PMM1 gene	C1418673
PMM2 gene	C1418674	COEXISTS_WITH	["34467644_fullText_1"]	ALG12 gene	C1426190
PMM2 gene	C1418674	COEXISTS_WITH	["31636082_fullText_126","30061496_fullText_25"]	CEL gene	C1413336
PMM2 gene	C1418674	COEXISTS_WITH	["27053713_fullText_28"]	ELF4 gene	C1414377
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	ALG1 gene	C1425428
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	SRD5A3 gene	C2240046
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	COG4 gene	C1425652
PMM2 gene	C1418674	COEXISTS_WITH	["32599014_fullText_3"]	TMEM165 gene	C1823430
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	PGM1 gene	C1418516
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	COG1 gene	C1416821
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	ATP6V0A2 gene	C1425544
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	ATP6AP2 gene	C1425435
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	CCDC115 gene	C1824644
PMM2 gene	C1418674	COEXISTS_WITH	["35211808_fullText_5","35279850_fullText_63","38597022_fullText_6"]	ALG3 gene	C1427879
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7","36166480_fullText_1"]	DPAGT1 gene	C1414133
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	RFT1 gene	C1538829
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	ATP6AP1 gene	C1412687
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	SLC35A2 gene	C1420188
PMM2 gene	C1418674	COEXISTS_WITH	["33340551_fullText_7"]	MAN1B1 gene	C1416994
PMM2 gene	C1418674	INHIBITS	["26940433_fullText_72"]	DDOST gene	C1413949
PMM2 gene	C1418674	INHIBITS	["35308014_fullText_10"]	SERPINA7 wt Allele	C3814864
PMM2 gene	C1418674	INHIBITS	["26940433_fullText_65"]	LGALS4 gene	C1416832
PMM2 gene	C1418674	INHIBITS	["26887550_fullText_13"]	C7orf49 gene	C1824234
PMM2 gene	C1418674	INHIBITS	["21539312_fullText_2","22956764_fullText_89"]	MPI gene	C1417244
PMM2 gene	C1418674	INHIBITS	["36166480_fullText_4"]	DPM1 gene	C1414137
PMM2 gene	C1418674	STIMULATES	["35717947_fullText_11"]	PROC gene	C1418943
PMM2 gene	C1418674	compared_with	["26785728_fullText_175"]	PMM1 gene	C1418673
PMM2 gene	C1418674	compared_with	["31981409_fullText_8"]	Alleles	C0002085
PMM2 gene	C1418674	compared_with	["22838182_fullText_32","27053713_fullText_14"]	PMM2 gene	C1418674
PMM2 gene	C1418674	higher_than	["26785728_fullText_175"]	PMM1 gene	C1418673
PMM2 gene	C1418674	higher_than	["31981409_fullText_8"]	Alleles	C0002085
PMM2 gene	C1418674	lower_than	["22838182_fullText_32"]	PMM2 gene	C1418674
MAN1B1 gene	C1416994	compared_with	["24348268_fullText_123"]	TMEM165 gene	C1823430
MAN1B1 gene	C1416994	higher_than	["24348268_fullText_123"]	TMEM165 gene	C1823430
ALG12 gene	C1426190	COEXISTS_WITH	["20398363_fullText_53"]	IGHD5-12 gene	C1415963
ALG12 gene	C1426190	COEXISTS_WITH	["20398363_fullText_53"]	COG7 gene	C1425654
TMEM199 gene	C1425293	COEXISTS_WITH	["32629928_fullText_86"]	CCDC115 gene	C1824644
ALG3 gene	C1427879	COEXISTS_WITH	["35211808_fullText_104"]	GMPPB gene	C1539586
ALG3 gene	C1427879	COEXISTS_WITH	["35211808_fullText_104"]	ALG8 gene	C1427957
ALG3 gene	C1427879	compared_with	["33187827_fullText_9"]	COG5 gene	C1423002
TF gene	C1442762	STIMULATES	["25135935_fullText_110"]	STT3B gene	C1823139
ALG6 gene	C1427953	lower_than	["30061496_fullText_74"]	Wild Type	C1883559
ALG6 gene	C1427953	compared_with	["30061496_fullText_74"]	Wild Type	C1883559
ALG6 gene	C1427953	COEXISTS_WITH	["35279850_fullText_109"]	SSR4 gene	C1420431
PGM3 gene	C1418518	INHIBITS	["35603178_fullText_3"]	PMM2 gene	C1418674
HNF1B gene	C1420636	PRODUCES	["24204001_fullText_8"]	PCBD1 gene	C1418296
ALG8 gene	C1427957	COEXISTS_WITH	["22838182_fullText_99"]	RFT1 gene	C1538829
ALG8 gene	C1427957	COEXISTS_WITH	["35279850_fullText_109"]	SSR4 gene	C1420431
ALG1 gene	C1425428	COEXISTS_WITH	["29497882_fullText_39","35279850_fullText_12"]	PMM2 gene	C1418674
ALG1 gene	C1425428	COEXISTS_WITH	["35279850_fullText_12"]	MPI gene	C1417244
SRD5A3 gene	C2240046	COEXISTS_WITH	["25270028_fullText_123"]	MPDU1 gene	C1417235
SRD5A3 gene	C2240046	ISA	["22304929_fullText_2","25270028_fullText_89"]	Oxidoreductase Gene	C1335186
DPM1 gene	C1414137	COEXISTS_WITH	["21384228_fullText_142"]	SRD5A3 gene	C2240046
DPM1 gene	C1414137	compared_with	["21384228_fullText_142"]	DPM3 gene	C1414139
DPM1 gene	C1414137	COEXISTS_WITH	["35279850_fullText_63"]	ALG3 gene	C1427879
DPM1 gene	C1414137	COEXISTS_WITH	["21384228_fullText_142"]	MPDU1 gene	C1417235
DPM3 gene	C1414139	COEXISTS_WITH	["25270028_fullText_58"]	DPM1 gene	C1414137
DPM3 gene	C1414139	COEXISTS_WITH	["21384228_fullText_142"]	MPDU1 gene	C1417235
DPM3 gene	C1414139	COEXISTS_WITH	["21384228_fullText_142"]	SRD5A3 gene	C2240046
DPM3 gene	C1414139	PRODUCES	["16641202_fullText_9"]	DPM2 gene	C1414138
MPDU1 gene	C1417235	COEXISTS_WITH	["30061496_fullText_60"]	ALG12 gene	C1426190
MPDU1 gene	C1417235	COEXISTS_WITH	["35279850_fullText_63"]	DPM3 gene	C1414139
ALG13 gene	C1823172	COEXISTS_WITH	["35279850_fullText_109"]	SSR4 gene	C1420431
ALG13 gene	C1823172	COEXISTS_WITH	["22492991_fullText_8"]	DPAGT1 gene	C1414133
NPCDR1 gene	C1538483	compared_with	["34828263_fullText_79"]	Alleles	C0002085
SLC35C1 gene	C1426768	COEXISTS_WITH	["26739145_fullText_87"]	PGM3 gene	C1418518
SLC35C1 gene	C1426768	COEXISTS_WITH	["26739145_fullText_87"]	GFPT1 gene	C1415046
SLC35C1 gene	C1426768	COEXISTS_WITH	["26739145_fullText_87"]	GNE gene	C1428183
PGM1 gene	C1418516	COEXISTS_WITH	["33342467_fullText_3","33342467_fullText_5"]	LRP2 wt Allele	C3811119
PGM1 gene	C1418516	COEXISTS_WITH	["33407696_fullText_63"]	PMM2 gene	C1418674
NUS1 gene	C1826501	INTERACTS_WITH	["25270028_fullText_82","25270028_fullText_142"]	NPC2 gene	C1422736
NUS1 gene	C1826501	COEXISTS_WITH	["25270028_fullText_31"]	CHPT1 wt Allele	C3539603
DPM2 gene	C1414138	COEXISTS_WITH	["25270028_fullText_58"]	DPM1 gene	C1414137
PMM1 gene	C1418673	INTERACTS_WITH	["29261720_fullText_13","29261720_fullText_26","37644541_fullText_40"]	PMM2 gene	C1418674
PMM1 gene	C1418673	INHIBITS	["30061496_fullText_4","26785728_fullText_173"]	PMM2 gene	C1418674
PMM1 gene	C1418673	compared_with	["29261720_fullText_114","29261720_fullText_120"]	PMM2 gene	C1418674
PMM1 gene	C1418673	lower_than	["29261720_fullText_120"]	PMM2 gene	C1418674
DDOST gene	C1413949	COEXISTS_WITH	["25135935_fullText_2","25135935_fullText_83"]	MAGT1 gene	C2239666
DDOST gene	C1413949	INHIBITS	["36214423_fullText_8"]	ICAM1 gene	C1334074
DDOST gene	C1413949	INHIBITS	["36214423_fullText_8"]	LAMP2 gene	C1416790
SERPINA7 gene	C1420598	INHIBITS	["8530628_fullText_5"]	SERPINA7 wt Allele	C3814864
NANS gene	C1426104	COEXISTS_WITH	["29497882_fullText_54"]	VPS13B gene	C1540183
CSGALNACT1 gene	C2239313	COEXISTS_WITH	["31705726_fullText_56"]	WT-1	C2362085
COG8 gene	C1425655	INHIBITS	["32629928_fullText_166"]	COG1 gene	C1416821
COG8 gene	C1425655	INTERACTS_WITH	["23228021_fullText_9","32629928_fullText_188"]	COG1 gene	C1416821
COG2 gene	C1416822	INHIBITS	["31391289_fullText_1"]	PCSK9 gene	C1426592
STT3B gene	C1823139	STIMULATES	["25135935_fullText_87"]	STT3A gene	C1823138
STT3B gene	C1823139	STIMULATES	["25135935_fullText_27"]	MAGT1 gene	C2239666
VMA21 gene	C2681112	compared_with	["32145091_fullText_73"]	VMA21 gene	C2681112
MAGT1 gene	C2239666	PRODUCES	["25135935_fullText_19"]	STT3A gene	C1823138
MAGT1 gene	C2239666	PRODUCES	["25135935_fullText_19"]	STT3B gene	C1823139
MAGT1 gene	C2239666	STIMULATES	["25135935_fullText_105"]	HPX gene	C1415712
MAGT1 gene	C2239666	STIMULATES	["25135935_fullText_87"]	STT3A gene	C1823138
MAGT1 gene	C2239666	STIMULATES	["25135935_fullText_19"]	STT3B gene	C1823139
MAGT1 gene	C2239666	COEXISTS_WITH	["25135935_fullText_90"]	CEL gene	C1413336
MAGT1 gene	C2239666	INHIBITS	["35603178_fullText_3"]	PMM2 gene	C1418674
ATP2A1 gene	C1412637	COEXISTS_WITH	["24293317_fullText_15"]	MBNL1 gene	C1417055
MAVS gene	C1864770	PRODUCES	["30135079_fullText_12"]	NGLY1 gene	C1425023
FEZF2 gene	C1825291	COEXISTS_WITH	["33036649_fullText_45"]	PMM2 gene	C1418674
PIGA gene	C1418558	COEXISTS_WITH	["19168132_fullText_5"]	Genes, X-Linked	C0678928
KLRK1 gene	C1425775	COEXISTS_WITH	["27415628_fullText_25"]	NCR1 gene	C1416941
KLRK1 gene	C1425775	STIMULATES	["27415628_fullText_98"]	NCR1 gene	C1416941
KLRK1 gene	C1425775	COEXISTS_WITH	["27415628_fullText_25"]	CD244 gene	C1425360
KLRK1 gene	C1425775	COEXISTS_WITH	["27415628_fullText_10"]	PMM2 gene	C1418674
SLC26A3 gene	C1335836	compared_with	["22159084_fullText_7"]	Wild Type	C1883559
ERN1 gene	C1414444	COEXISTS_WITH	["21737679_fullText_98"]	ELF4 gene	C1414377
ERN1 gene	C1414444	INHIBITS	["21737679_fullText_176"]	EIF2AK3 gene	C1414326
PHEX gene	C1418526	COEXISTS_WITH	["31767637_fullText_25"]	Alleles	C0002085
PHEX gene	C1418526	COEXISTS_WITH	["19142205_fullText_7"]	PEX6 gene	C1418478
PHEX gene	C1418526	COEXISTS_WITH	["19105186_fullText_5"]	Metastasis Gene	C1708995
PHEX gene	C1418526	COEXISTS_WITH	["28784167_fullText_2","28784167_fullText_7"]	PEX2 gene	C1419149
PHEX gene	C1418526	compared_with	["31767637_fullText_19"]	Genes, Recessive	C0017361
PEX10 gene	C1418470	COEXISTS_WITH	["17041890_fullText_6","10562279_fullText_123","10562279_fullText_142"]	PEX12 gene	C1418473
PEX10 gene	C1418470	COEXISTS_WITH	["10562279_fullText_7"]	PEX5 gene	C1419151
PEX10 gene	C1418470	INHIBITS	["10562279_fullText_5","10562279_fullText_135"]	PEX12 gene	C1418473
PEX10 gene	C1418470	INHIBITS	["10562279_fullText_135"]	PEX5 gene	C1419151
PEX10 gene	C1418470	PRODUCES	["10562279_fullText_144"]	Alleles	C0002085
PEX10 gene	C1418470	compared_with	["26319495_fullText_98"]	PEX12 gene	C1418473
TPPP3 gene	C2240116	COEXISTS_WITH	["9490724_fullText_73"]	HSPB2 gene	C1415768
PEX14 gene	C1418475	INHIBITS	["32368833_fullText_35"]	PHEX gene	C1418526
PEX14 gene	C1418475	PRODUCES	["32368833_fullText_26"]	ABCD3 gene	C1412090
SMO gene	C1364142	COEXISTS_WITH	["32368833_fullText_66"]	RAB3IP gene	C1424340
PEX2 gene	C1419149	COEXISTS_WITH	["21826223_fullText_67"]	PEX10 gene	C1418470
PEX2 gene	C1419149	COEXISTS_WITH	["26627464_fullText_1","21387236_fullText_1","10590918_fullText_3"]	PHEX gene	C1418526
PEX2 gene	C1419149	COEXISTS_WITH	["8820111_fullText_9"]	ABCD1 gene	C1412084
PEX2 gene	C1419149	COEXISTS_WITH	["10562279_fullText_2","21826223_fullText_67"]	PEX12 gene	C1418473
PEX2 gene	C1419149	COEXISTS_WITH	["18285423_fullText_8"]	PEX14 gene	C1418475
PEX2 gene	C1419149	COEXISTS_WITH	["17041890_fullText_6"]	PEX6 gene	C1418478
PEX2 gene	C1419149	INHIBITS	["12024045_fullText_3"]	PEX5 gene	C1419151
RAB3IP gene	C1424340	COEXISTS_WITH	["32368833_fullText_77"]	PEX1 gene	C1418469
RAB3IP gene	C1424340	COEXISTS_WITH	["32368833_fullText_77"]	PEX14 gene	C1418475
RAB10 gene	C1419188	COEXISTS_WITH	["32368833_fullText_77"]	PEX14 gene	C1418475
RAB10 gene	C1419188	STIMULATES	["32368833_fullText_75"]	KIFC3 gene	C1416641
RAB10 gene	C1419188	COEXISTS_WITH	["32368833_fullText_77"]	PEX1 gene	C1418469
KIFC3 gene	C1416641	COEXISTS_WITH	["32368833_fullText_77"]	PEX14 gene	C1418475
KIFC3 gene	C1416641	COEXISTS_WITH	["32368833_fullText_77"]	PEX1 gene	C1418469
PEX6 gene	C1418478	COEXISTS_WITH	["29220678_fullText_2"]	SLC14A2 gene	C1420099
NBR1 gene	C1538046	PRODUCES	["27827795_fullText_3"]	PEX13 gene	C1418474
PEX3 gene	C1418477	COEXISTS_WITH	["21826223_fullText_9"]	PEX16 gene	C1418476
PEX3 gene	C1418477	COEXISTS_WITH	["34414648_fullText_14"]	ATAD1 gene	C1428532
PEX3 gene	C1418477	INHIBITS	["27827795_fullText_28"]	TOMM20 gene	C1427202
PEX3 gene	C1418477	STIMULATES	["27827795_fullText_28"]	PEX14 gene	C1418475
SEC61A1 gene	C1425414	STIMULATES	["34884833_fullText_105"]	STX6 gene	C1420503
SEC61A1 gene	C1425414	STIMULATES	["34884833_fullText_105"]	TOR1AIP1 gene	C1823464
SEC61A1 gene	C1425414	STIMULATES	["34884833_fullText_105"]	ERMP1 gene	C1428205
ABCD1 gene	C1412084	COEXISTS_WITH	["32368833_fullText_62"]	RAB3IP gene	C1424340
ABCD1 gene	C1412084	STIMULATES	["30031877_fullText_4"]	GNPAT gene	C1415166
PEX5 gene	C1419151	COEXISTS_WITH	["9922452_fullText_13"]	PEX6 gene	C1418478
PEX5 gene	C1419151	COEXISTS_WITH	["10562279_fullText_123","10562279_fullText_142"]	PEX12 gene	C1418473
PEX5 gene	C1419151	INHIBITS	["10562279_fullText_5"]	PEX12 gene	C1418473
PEX5 gene	C1419151	INTERACTS_WITH	["10562279_fullText_104","10562279_fullText_109","10562279_fullText_190"]	PEX12 gene	C1418473
PEX5 gene	C1419151	STIMULATES	["21826223_fullText_67"]	PEX10 gene	C1418470
PEX5 gene	C1419151	compared_with	["20959636_fullText_101"]	PEX13 gene	C1418474
ABCD3 gene	C1412090	compared_with	["21826223_fullText_15"]	Wild Type	C1883559
PEX12 gene	C1418473	COEXISTS_WITH	["10562279_fullText_7"]	PEX5 gene	C1419151
PEX12 gene	C1418473	INHIBITS	["10562279_fullText_178"]	PEX5 gene	C1419151
PEX12 gene	C1418473	INTERACTS_WITH	["10562279_fullText_4","10562279_fullText_15","10562279_fullText_116","10562279_fullText_146","10562279_fullText_182"]	PEX10 gene	C1418470
PEX12 gene	C1418473	INTERACTS_WITH	["10562279_fullText_4","10562279_fullText_15","10562279_fullText_116","10562279_fullText_146","10562279_fullText_189"]	PEX5 gene	C1419151
PEX12 gene	C1418473	STIMULATES	["10562279_fullText_175","10562279_fullText_189"]	PEX5 gene	C1419151
PEX12 gene	C1418473	compared_with	["10562279_fullText_137"]	PEX10 gene	C1418470
PEX12 gene	C1418473	higher_than	["10562279_fullText_137"]	PEX10 gene	C1418470
ACOX1 gene	C1412128	STIMULATES	["23933200_fullText_5"]	UGT8 gene	C1421347
ACOX1 gene	C1412128	STIMULATES	["30031877_fullText_4"]	GNPAT gene	C1415166
GNPAT gene	C1415166	STIMULATES	["23933200_fullText_5"]	UGT8 gene	C1421347
SRSF1 gene	C1419989	COEXISTS_WITH	["25630614_fullText_202"]	ALYREF gene	C1425988
SRSF1 gene	C1419989	PRODUCES	["24293317_fullText_36"]	RBFOX2 gene	C1419304
SRSF1 gene	C1419989	INHIBITS	["23660517_fullText_1"]	MBNL1 gene	C1417055
MARCKS gene	C1416956	COEXISTS_WITH	["21431621_fullText_143"]	RIN2 gene	C1425756
CCT3 gene	C1413195	COEXISTS_WITH	["17942744_fullText_1"]	Genome	C0017428
CCT3 gene	C1413195	COEXISTS_WITH	["20406734_fullText_2"]	DMPK gene	C1414085
CCT3 gene	C1413195	COEXISTS_WITH	["20406734_fullText_2"]	ZNF9 gene	C1421847
CCT3 gene	C1413195	COEXISTS_WITH	["23796888_fullText_2"]	Open Reading Frames	C0079941
CCT3 gene	C1413195	COEXISTS_WITH	["34517941_fullText_1","21303839_fullText_2","30944903_fullText_7","27199540_fullText_1"]	CNBP gene	C1824763
CNBP gene	C1824763	COEXISTS_WITH	["21303839_fullText_4"]	SLC14A2 gene	C1420099
CNBP gene	C1824763	COEXISTS_WITH	["33172304_fullText_2"]	FMR1 gene	C1414649
CNBP gene	C1824763	INHIBITS	["29331264_fullText_3"]	SRSF1 gene	C1419989
CNBP gene	C1824763	compared_with	["29789616_fullText_6"]	DMPK gene	C1414085
Myotonic dystrophy gene	C1508293	STIMULATES	["8352782_fullText_1"]	DMAP1 gene	C1425426
Myotonic dystrophy gene	C1508293	PRODUCES	["9059523_fullText_9"]	DMPK gene	C1414085
CALD1 gene	C1413086	COEXISTS_WITH	["31766224_fullText_1","27854230_fullText_1","20179953_fullText_1"]	DMPK gene	C1414085
CTCF gene	C1422163	COEXISTS_WITH	["26756355_fullText_61"]	DMPK gene	C1414085
CLCN1 gene	C1413450	COEXISTS_WITH	["26501102_fullText_86"]	MBNL1 gene	C1417055
CLCN1 gene	C1413450	COEXISTS_WITH	["24376746_fullText_74"]	CNBP wt Allele	C3273677
CLCN1 gene	C1413450	COEXISTS_WITH	["35644941_fullText_5"]	SCN4A gene	C1419862
CLCN1 gene	C1413450	INHIBITS	["26501102_fullText_8","26501102_fullText_101"]	MBNL1 gene	C1417055
CLCN1 gene	C1413450	STIMULATES	["25883322_fullText_31","24376746_fullText_57"]	CELF1 gene	C1413824
CLCN1 gene	C1413450	PRODUCES	["26501102_fullText_63"]	MBNL1 gene	C1417055
CLCN1 gene	C1413450	PRODUCES	["21303839_fullText_112"]	Wild Type	C1883559
CLCN1 gene	C1413450	PRODUCES	["18611984_fullText_1"]	DMPK gene	C1414085
CLCN1 gene	C1413450	compared_with	["26501102_fullText_96"]	Wild Type	C1883559
CLCN1 gene	C1413450	compared_with	["21795378_fullText_88"]	ATP2A1 gene	C1412637
CLCN1 gene	C1413450	compared_with	["24803843_fullText_31"]	CLCN1 gene	C1413450
CLCN1 gene	C1413450	higher_than	["24803843_fullText_31"]	CLCN1 gene	C1413450
MBNL2 gene	C1424516	COEXISTS_WITH	["24293317_fullText_21"]	MBNL1 gene	C1417055
MBNL2 gene	C1424516	COEXISTS_WITH	["29789616_fullText_158"]	RBFOX3 gene	C3146324
MBNL2 gene	C1424516	COEXISTS_WITH	["27484195_fullText_37"]	DLX4 gene	C1414078
MBNL2 gene	C1424516	COEXISTS_WITH	["35606145_fullText_7"]	CAPN2 gene	C1413112
MBNL2 gene	C1424516	ISA	["29309648_fullText_168"]	MBNL3 gene	C1427004
MBNL2 gene	C1424516	INHIBITS	["35606145_fullText_14"]	CAPN2 gene	C1413112
MBNL2 gene	C1424516	INTERACTS_WITH	["29789616_fullText_2","27063795_fullText_2"]	CELF1 gene	C1413824
MBNL2 gene	C1424516	INTERACTS_WITH	["24293317_fullText_10","24092878_fullText_58","29789616_fullText_3"]	MBNL1 gene	C1417055
MBNL2 gene	C1424516	STIMULATES	["24293317_fullText_5","28535287_fullText_6","27805016_fullText_10"]	MBNL1 gene	C1417055
MBNL2 gene	C1424516	PRODUCES	["28535287_fullText_78"]	MBNL1 gene	C1417055
MBNL2 gene	C1424516	compared_with	["24293317_fullText_20"]	MBNL1 gene	C1417055
MBNL2 gene	C1424516	compared_with	["29789616_fullText_91"]	RBFOX2 gene	C1419304
MBNL3 gene	C1427004	INHIBITS	["28698297_fullText_66"]	Wild Type	C1883559
MBNL3 gene	C1427004	INTERACTS_WITH	["26501102_fullText_3","26501102_fullText_132"]	EEF1A1 gene	C1414270
MBNL3 gene	C1427004	INTERACTS_WITH	["29789616_fullText_2","27063795_fullText_2"]	CELF1 gene	C1413824
MBNL3 gene	C1427004	STIMULATES	["21303839_fullText_43"]	TP53 gene	C0079419
MBNL3 gene	C1427004	STIMULATES	["22768114_fullText_58"]	MBNL2 gene	C1424516
MBNL3 gene	C1427004	compared_with	["26501102_fullText_117","26501102_fullText_123"]	MBNL1 gene	C1417055
DMWD gene	C1414088	STIMULATES	["26756355_fullText_105"]	DMPK gene	C1414085
DMWD gene	C1414088	COEXISTS_WITH	["33844468_fullText_7"]	USP12P1 gene	C1421389
DMWD gene	C1414088	COEXISTS_WITH	["14526185_fullText_4"]	Genome	C0017428
DMWD gene	C1414088	PRODUCES	["33844468_fullText_4"]	USP12P1 gene	C1421389
CTNNB1 gene	C1332803	STIMULATES	["33682722_fullText_8"]	GSK3B gene	C1415321
APOC2 gene	C1412477	COEXISTS_WITH	["3047535_fullText_2"]	Myotonic dystrophy gene	C1508293
APOC2 gene	C1412477	STIMULATES	["11260612_fullText_6"]	Alleles	C0002085
CA3 gene	C1413044	compared_with	["3084971_fullText_1"]	ENO3 gene	C1414405
MYOG gene	C1417575	COEXISTS_WITH	["27763639_fullText_99"]	MYF5 gene	C1417532
DYNLL2 gene	C1825015	STIMULATES	["36922901_fullText_9"]	RPLP1 gene	C1419692
CELF1 gene	C1413824	COEXISTS_WITH	["24376746_fullText_42","24376746_fullText_43","24376746_fullText_80"]	CST12P gene	C3539520
CELF1 gene	C1413824	COEXISTS_WITH	["25883322_fullText_42"]	IMPACT gene	C1825598
CELF1 gene	C1413824	INHIBITS	["23637619_fullText_34"]	EIF2S1 wt Allele	C3539639
CELF1 gene	C1413824	INHIBITS	["25883322_fullText_4"]	CEBPD gene	C1413324
CELF1 gene	C1413824	INHIBITS	["33269537_fullText_8"]	GSK3B gene	C1415321
CELF1 gene	C1413824	INHIBITS	["31383751_fullText_4"]	DMPK gene	C1414085
CELF1 gene	C1413824	INTERACTS_WITH	["35567413_fullText_2","22431750_fullText_72","27063795_fullText_33"]	MBNL1 gene	C1417055
CELF1 gene	C1413824	INTERACTS_WITH	["11686919_fullText_6","26708183_fullText_5"]	DMPK gene	C1414085
CELF1 gene	C1413824	STIMULATES	["25883322_fullText_43"]	CEBPD gene	C1413324
CELF1 gene	C1413824	STIMULATES	["24376746_fullText_40"]	RPS28 gene	C1419731
CELF1 gene	C1413824	STIMULATES	["24179176_fullText_5"]	MBNL1 gene	C1417055
CELF1 gene	C1413824	STIMULATES	["28623239_fullText_2"]	PRKR gene	C1335264
CELF1 gene	C1413824	STIMULATES	["14722059_fullText_6"]	MEF2A gene	C1417099
CELF1 gene	C1413824	STIMULATES	["17936705_fullText_6","24179176_fullText_136"]	PRRT2 wt Allele	C3539645
CELF1 gene	C1413824	PRODUCES	["24376746_fullText_84"]	CALD1 gene	C1413086
CELF1 gene	C1413824	PRODUCES	["22431750_fullText_71"]	MBNL1 gene	C1417055
CELF1 gene	C1413824	compared_with	["24376746_fullText_37"]	CNBP wt Allele	C3273677
CELF1 gene	C1413824	compared_with	["23637619_fullText_26"]	SAMD4A gene	C1826968
CELF1 gene	C1413824	compared_with	["21889481_fullText_5"]	CNBP gene	C1824763
CELF1 gene	C1413824	compared_with	["32412585_fullText_11"]	CELF1 gene	C1413824
SIX5 gene	C1420076	COEXISTS_WITH	["28102759_fullText_103"]	DMPK gene	C1414085
SIX5 gene	C1420076	COEXISTS_WITH	["14526185_fullText_4"]	Genome	C0017428
SIX5 gene	C1420076	COEXISTS_WITH	["26190529_fullText_4"]	WDR20 gene	C1426317
SIX5 gene	C1420076	ISA	["9241282_fullText_3","11978764_fullText_3"]	Genes, Homeobox	C0017347
SIX5 gene	C1420076	INHIBITS	["20360842_fullText_15"]	MBNL1 gene	C1417055
SIX5 gene	C1420076	INHIBITS	["9241282_fullText_5"]	Alleles	C0002085
SIX5 gene	C1420076	PRODUCES	["27854224_fullText_216"]	DMPK gene	C1414085
SIX5 gene	C1420076	compared_with	["10951446_fullText_5"]	DMPK gene	C1414085
SIX5 gene	C1420076	higher_than	["10951446_fullText_5"]	DMPK gene	C1414085
CNBP wt Allele	C3273677	COEXISTS_WITH	["10665666_fullText_1"]	DMPK gene	C1414085
CNBP wt Allele	C3273677	COEXISTS_WITH	["7826272_fullText_1"]	Locus	C1708726
CNBP wt Allele	C3273677	STIMULATES	["24376746_fullText_90"]	CELF1 gene	C1413824
CNBP wt Allele	C3273677	compared_with	["10496264_fullText_1"]	CTGF gene	C1413791
HSPB2 gene	C1415768	STIMULATES	["9490724_fullText_93","9490724_fullText_128"]	DMPK gene	C1414085
HSPB2 gene	C1415768	INHIBITS	["9490724_fullText_130"]	DMPK gene	C1414085
HSPB2 gene	C1415768	INTERACTS_WITH	["9490724_fullText_61","9490724_fullText_84","9490724_fullText_89","9490724_fullText_125"]	DMPK gene	C1414085
DLX4 gene	C1414078	STIMULATES	["21283659_fullText_9"]	CELF1 gene	C1413824
CKM gene	C1413435	higher_than	["2300239_fullText_5"]	APOC2 gene	C1412477
CKM gene	C1413435	compared_with	["2300239_fullText_5"]	APOC2 gene	C1412477
CYP2A6 wt Allele	C1706116	COEXISTS_WITH	["1975560_fullText_2"]	CKM gene	C1413435
CYP2A6 wt Allele	C1706116	COEXISTS_WITH	["1975560_fullText_2"]	APOC2 gene	C1412477
ERCC1 gene	C1333355	ISA	["1639379_fullText_1","1840564_fullText_2"]	DNA Repair Gene	C1333237
CAPN3 gene	C1413113	COEXISTS_WITH	["32146000_fullText_5"]	FKRP gene	C1425226
CAPN3 gene	C1413113	COEXISTS_WITH	["32146000_fullText_5"]	ANO5 gene	C1428652
