Gene	Gene_id	RELATION	PROVENANCE	Disease	Disease_id
HTT gene	C1415504	ASSOCIATED_WITH		Movement Disorders	C0026650
HTT gene	C1415504	ASSOCIATED_WITH		Parkinson Disease	C0030567
HTT gene	C1415504	ASSOCIATED_WITH		Huntington Disease	C0020179
Genome	C0017428	ASSOCIATED_WITH	["8589677_fullText_3"]	Leigh Disease	C0023264
Locus	C1708726	ASSOCIATED_WITH	["8444221_fullText_8"]	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	C3714844
Locus	C1708726	ASSOCIATED_WITH	["2198475_fullText_3"]	Myotonic Dystrophy	C0027126
FOXD3 gene	C1414672	ASSOCIATED_WITH		Vitiligo	C0042900
FOXD3 gene	C1414672	ASSOCIATED_WITH	["33982650_fullText_1"]	Complex nervous system disease or syndrome	C0541441
FOXD3 gene	C1414672	ASSOCIATED_WITH	["33982650_fullText_1"]	multiple pathologies	C0679225
GTF2I gene	C1415347	ASSOCIATED_WITH		Sjogren's Syndrome	C1527336
GTF2I gene	C1415347	ASSOCIATED_WITH		Williams Syndrome	C0175702
GTF2I gene	C1415347	ASSOCIATED_WITH	["35224825_fullText_6"]	Machado-Joseph Disease	C0024408
MTR gene	C1417453	ASSOCIATED_WITH		IGA Glomerulonephritis	C0017661
MTR gene	C1417453	ASSOCIATED_WITH		Aortic Aneurysm, Abdominal	C0162871
MTR gene	C1417453	ASSOCIATED_WITH		Heart Diseases	C0018799
MTR gene	C1417453	ASSOCIATED_WITH		Cleft Palate	C0008925
MTR gene	C1417453	ASSOCIATED_WITH		Epilepsy	C0014544
MTR gene	C1417453	ASSOCIATED_WITH		Hypertensive disease	C0020538
MTR gene	C1417453	ASSOCIATED_WITH		Male infertility	C0021364
MTR gene	C1417453	ASSOCIATED_WITH		Homocystinuria	C0019880
MTR gene	C1417453	ASSOCIATED_WITH		Hyperhomocysteinemia	C0598608
MTR gene	C1417453	ASSOCIATED_WITH	["35224825_fullText_7"]	Machado-Joseph Disease	C0024408
PARP1 gene	C1538577	ASSOCIATED_WITH		Cardiomyopathies	C0878544
PARP1 gene	C1538577	ASSOCIATED_WITH		Brain Ischemia	C0007786
PARP1 gene	C1538577	ASSOCIATED_WITH		Aortic Aneurysm, Abdominal	C0162871
PARP1 gene	C1538577	ASSOCIATED_WITH		Pulmonary Edema	C0034063
PARP1 gene	C1538577	ASSOCIATED_WITH		Parkinsonian Disorders	C0242422
PARP1 gene	C1538577	ASSOCIATED_WITH		Anemia	C0002871
PARP1 gene	C1538577	ASSOCIATED_WITH		Dermatitis	C0011603
PARP1 gene	C1538577	ASSOCIATED_WITH		Pneumonia	C0032285
PARP1 gene	C1538577	ASSOCIATED_WITH		Kidney Diseases	C0022658
PARP1 gene	C1538577	ASSOCIATED_WITH		Obesity	C0028754
PARP1 gene	C1538577	ASSOCIATED_WITH		Arthritis	C0003864
PARP1 gene	C1538577	ASSOCIATED_WITH		Nephritis	C0027697
PARP1 gene	C1538577	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
PARP1 gene	C1538577	ASSOCIATED_WITH		Atherosclerosis	C0004153
PARP1 gene	C1538577	ASSOCIATED_WITH		Asthma	C0004096
PARP1 gene	C1538577	ASSOCIATED_WITH		Parkinson Disease	C0030567
PARP1 gene	C1538577	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
CAPN2 gene	C1413112	ASSOCIATED_WITH		Hypoplastic Left Heart Syndrome	C0152101
MAL gene	C1416989	CAUSES	["35148383_fullText_52"]	Leigh Disease	C0023264
MAL gene	C1416989	AFFECTS	["38685873_fullText_8"]	Leigh Disease	C0023264
MAL gene	C1416989	ASSOCIATED_WITH		Leukodystrophy, Metachromatic	C0023522
MAL gene	C1416989	ASSOCIATED_WITH	["8523034_fullText_2"]	Machado-Joseph Disease	C0024408
GRAP2 gene	C1415284	ASSOCIATED_WITH		Hepatitis C	C0019196
GCLC wt Allele	C1704697	ASSOCIATED_WITH	["34636993_fullText_6"]	Phenylketonurias	C0031485
PARD3 gene	C1423939	ASSOCIATED_WITH	["34871736_fullText_8"]	Machado-Joseph Disease	C0024408
NFKB1 gene	C1417708	ASSOCIATED_WITH		Hyperoxaluria	C0020500
NFKB1 gene	C1417708	ASSOCIATED_WITH		Tropical Spastic Paraparesis	C0030481
NFKB1 gene	C1417708	ASSOCIATED_WITH		Brain Ischemia	C0007786
NFKB1 gene	C1417708	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
NFKB1 gene	C1417708	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
NFKB1 gene	C1417708	ASSOCIATED_WITH		Primary biliary cirrhosis	C0008312
NFKB1 gene	C1417708	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
NFKB1 gene	C1417708	ASSOCIATED_WITH		Common Variable Immunodeficiency	C0009447
NFKB1 gene	C1417708	ASSOCIATED_WITH		Liver diseases	C0023895
NFKB1 gene	C1417708	ASSOCIATED_WITH	["34871736_fullText_8"]	Machado-Joseph Disease	C0024408
ACTG1 gene	C1412149	ASSOCIATED_WITH		Sensorineural hearing loss, bilateral	C0452138
ACTG1 gene	C1412149	ASSOCIATED_WITH		Acute Coronary Syndrome	C0948089
ACTG1 gene	C1412149	ASSOCIATED_WITH	["34871736_fullText_8"]	Machado-Joseph Disease	C0024408
DLGAP2 gene	C1414068	ASSOCIATED_WITH	["34871736_fullText_8"]	Machado-Joseph Disease	C0024408
ITGB1 gene	C1416496	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
ITGB1 gene	C1416496	ASSOCIATED_WITH		Heart failure	C0018801
ITGB1 gene	C1416496	ASSOCIATED_WITH		Congestive heart failure	C0018802
ITGB1 gene	C1416496	ASSOCIATED_WITH		Endometriosis	C0014175
ITGB1 gene	C1416496	ASSOCIATED_WITH		Cardiomyopathies	C0878544
ITGB1 gene	C1416496	ASSOCIATED_WITH	["34871736_fullText_8"]	Machado-Joseph Disease	C0024408
DIDO1 gene	C1824935	ASSOCIATED_WITH	["34871736_fullText_8"]	Machado-Joseph Disease	C0024408
CERS4 gene	C3469890	ASSOCIATED_WITH	["34871736_fullText_8"]	Machado-Joseph Disease	C0024408
APOE gene	C1412481	AFFECTS	["24746364_fullText_6"]	Machado-Joseph Disease	C0024408
APOE gene	C1412481	ASSOCIATED_WITH		Familial Cerebral Amyloid Angiopathy	C0268393
APOE gene	C1412481	ASSOCIATED_WITH		Keratitis, Herpetic	C0019357
APOE gene	C1412481	ASSOCIATED_WITH		Cerebral Amyloid Angiopathy, Hereditary	C1510489
APOE gene	C1412481	ASSOCIATED_WITH		Multiple Sclerosis, Relapsing-Remitting	C0751967
APOE gene	C1412481	ASSOCIATED_WITH		Carotid Stenosis	C0007282
APOE gene	C1412481	ASSOCIATED_WITH		Carotid Artery Diseases	C0007273
APOE gene	C1412481	ASSOCIATED_WITH		Sensorineural Hearing Loss (disorder)	C0018784
APOE gene	C1412481	ASSOCIATED_WITH		Glaucoma, Open-Angle	C0017612
APOE gene	C1412481	ASSOCIATED_WITH		Herpes simplex infection	C0019348
APOE gene	C1412481	ASSOCIATED_WITH		Angle Closure Glaucoma	C0017605
APOE gene	C1412481	ASSOCIATED_WITH		Hepatolenticular Degeneration	C0019202
APOE gene	C1412481	ASSOCIATED_WITH		Exudative age-related macular degeneration	C0271084
APOE gene	C1412481	ASSOCIATED_WITH		Kidney Failure	C0035078
APOE gene	C1412481	ASSOCIATED_WITH		Diabetic Retinopathy	C0011884
APOE gene	C1412481	ASSOCIATED_WITH		Congestive heart failure	C0018802
APOE gene	C1412481	ASSOCIATED_WITH		Hyperuricemia	C0740394
APOE gene	C1412481	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
APOE gene	C1412481	ASSOCIATED_WITH		Low Tension Glaucoma	C0152136
APOE gene	C1412481	ASSOCIATED_WITH		Retinal Diseases	C0035309
APOE gene	C1412481	ASSOCIATED_WITH		Malaria	C0024530
APOE gene	C1412481	ASSOCIATED_WITH		Exfoliation Syndrome	C0206368
APOE gene	C1412481	ASSOCIATED_WITH		Psoriasis	C0033860
APOE gene	C1412481	ASSOCIATED_WITH		Arteriosclerosis	C0003850
APOE gene	C1412481	ASSOCIATED_WITH		Heart failure	C0018801
APOE gene	C1412481	ASSOCIATED_WITH		Macular degeneration	C0024437
APOE gene	C1412481	ASSOCIATED_WITH	["24746364_fullText_1"]	Neurodegenerative Disorders	C0524851
APOE gene	C1412481	ASSOCIATED_WITH		ALZHEIMER DISEASE 2	C1863051
APOE gene	C1412481	ASSOCIATED_WITH		Hyperlipoproteinemia Type III	C0020479
APOE gene	C1412481	ASSOCIATED_WITH		Sea-Blue Histiocyte Syndrome	C0036489
APOE gene	C1412481	ASSOCIATED_WITH		Alzheimer disease, familial, type 3	C1843013
APOE gene	C1412481	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
APOE gene	C1412481	ASSOCIATED_WITH		Atherosclerosis	C0004153
APOE gene	C1412481	ASSOCIATED_WITH		Cardiovascular Diseases	C0007222
APOE gene	C1412481	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
APOE gene	C1412481	ASSOCIATED_WITH		Coronary heart disease	C0010068
APOE gene	C1412481	ASSOCIATED_WITH		Hypercholesterolemia	C0020443
APOE gene	C1412481	ASSOCIATED_WITH		Hypertensive disease	C0020538
APOE gene	C1412481	ASSOCIATED_WITH		Obesity	C0028754
APOE gene	C1412481	ASSOCIATED_WITH		Dyslipidemias	C0242339
APOE gene	C1412481	ASSOCIATED_WITH		Hyperlipoproteinemias	C0020476
APOE gene	C1412481	ASSOCIATED_WITH		Myocardial Infarction	C0027051
APOE gene	C1412481	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
APOE gene	C1412481	ASSOCIATED_WITH		Hyperlipidemia	C0020473
APOE gene	C1412481	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
APOE gene	C1412481	ASSOCIATED_WITH		Hypercholesterolemia, Familial	C0020445
APOE gene	C1412481	ASSOCIATED_WITH		Aortic Aneurysm, Abdominal	C0162871
APOE gene	C1412481	ASSOCIATED_WITH		Amyloidosis	C0002726
APOE gene	C1412481	ASSOCIATED_WITH		Cerebral Infarction	C0007785
APOE gene	C1412481	ASSOCIATED_WITH		Fatty Liver	C0015695
APOE gene	C1412481	ASSOCIATED_WITH		Multiple Sclerosis	C0026769
APOE gene	C1412481	ASSOCIATED_WITH		Amyotrophic Lateral Sclerosis	C0002736
APOE gene	C1412481	ASSOCIATED_WITH		Glaucoma, Primary Open Angle	C0339573
APOE gene	C1412481	ASSOCIATED_WITH		Hyperlipidemia, Familial Combined	C0020474
VCP gene	C1421437	ASSOCIATED_WITH		Spastic Paraplegia	C0037772
VCP gene	C1421437	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
VCP gene	C1421437	ASSOCIATED_WITH		Lewy Body Disease	C0752347
VCP gene	C1421437	ASSOCIATED_WITH		Charcot-Marie-Tooth Disease	C0007959
VCP gene	C1421437	ASSOCIATED_WITH		Inclusion Body Myositis (disorder)	C0238190
VCP gene	C1421437	ASSOCIATED_WITH		Amyotrophic Lateral Sclerosis	C0002736
VCP gene	C1421437	ASSOCIATED_WITH		Osteitis Deformans	C0029401
VCP gene	C1421437	ASSOCIATED_WITH	["11997064_fullText_5"]	Spinocerebellar Ataxia Type 1	C0752120
VCP gene	C1421437	ASSOCIATED_WITH	["11997064_fullText_5"]	Cardiac Arrest	C0018790
IVNS1ABP gene	C1424660	AFFECTS	["34783886_fullText_6"]	Machado-Joseph Disease	C0024408
GALC gene	C1414946	ASSOCIATED_WITH		Fabry Disease	C0002986
GALC gene	C1414946	ASSOCIATED_WITH		Late-Onset Globoid Cell Leukodystrophy	C0268252
GALC gene	C1414946	ASSOCIATED_WITH		Infantile Globoid Cell Leukodystrophy	C0751273
GALC gene	C1414946	ASSOCIATED_WITH		Leukodystrophy	C0023520
GALC gene	C1414946	ASSOCIATED_WITH		Globoid cell leukodystrophy	C0023521
ENO3 gene	C1414405	ASSOCIATED_WITH	["3084971_fullText_5"]	Myotonic Dystrophy	C0027126
Homologous Gene	C1334043	CAUSES	["11782424_fullText_2"]	Leigh Disease	C0023264
Homologous Gene	C1334043	ASSOCIATED_WITH	["31767637_fullText_13"]	Mendelian disorders	C1285355
Homologous Gene	C1334043	ASSOCIATED_WITH	["9382874_fullText_197"]	Miller Dieker syndrome	C0265219
Homologous Gene	C1334043	ASSOCIATED_WITH	["30135079_fullText_3"]	Inflammatory disorder	C1290884
Homologous Gene	C1334043	ASSOCIATED_WITH	["11423010_fullText_4"]	Friedreich Ataxia	C0016719
Homologous Gene	C1334043	ASSOCIATED_WITH	["11423010_fullText_4"]	Spastic Paraplegia, Hereditary	C0037773
CTRL gene	C1413809	ASSOCIATED_WITH__INFER__	["38227368_fullText_57"]	Machado-Joseph Disease	C0024408
OGT gene	C1417945	ASSOCIATED_WITH	["32080367_fullText_97"]	Congenital Disorders	C0242354
OGT gene	C1417945	ASSOCIATED_WITH	["34785590_fullText_4","34785590_fullText_7"]	Machado-Joseph Disease	C0024408
SIRT1 gene	C1423062	ASSOCIATED_WITH		HIV Infections	C0019693
SIRT1 gene	C1423062	ASSOCIATED_WITH		Systemic Scleroderma	C0036421
SIRT1 gene	C1423062	ASSOCIATED_WITH		Heart Diseases	C0018799
SIRT1 gene	C1423062	ASSOCIATED_WITH		Pneumonia	C0032285
SIRT1 gene	C1423062	ASSOCIATED_WITH		Degenerative disorder	C1285162
SIRT1 gene	C1423062	ASSOCIATED_WITH		Retinal Diseases	C0035309
SIRT1 gene	C1423062	ASSOCIATED_WITH		Fatty Liver, Alcoholic	C0015696
SIRT1 gene	C1423062	ASSOCIATED_WITH		Atrial Fibrillation	C0004238
SIRT1 gene	C1423062	ASSOCIATED_WITH		Impaired glucose tolerance	C0271650
SIRT1 gene	C1423062	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
SIRT1 gene	C1423062	ASSOCIATED_WITH		Nonalcoholic Steatohepatitis	C3241937
SIRT1 gene	C1423062	ASSOCIATED_WITH		Diabetic Retinopathy	C0011884
SIRT1 gene	C1423062	ASSOCIATED_WITH		Heart failure	C0018801
SIRT1 gene	C1423062	ASSOCIATED_WITH		Congestive heart failure	C0018802
SIRT1 gene	C1423062	ASSOCIATED_WITH		Neurodegenerative Disorders	C0524851
SIRT1 gene	C1423062	ASSOCIATED_WITH		Non-alcoholic Fatty Liver Disease	C0400966
SIRT1 gene	C1423062	ASSOCIATED_WITH		Huntington Disease	C0020179
SIRT1 gene	C1423062	ASSOCIATED_WITH		Fatty Liver	C0015695
SIRT1 gene	C1423062	ASSOCIATED_WITH		Metabolic Syndrome X	C0524620
SIRT1 gene	C1423062	ASSOCIATED_WITH		Colitis	C0009319
SIRT1 gene	C1423062	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
SIRT1 gene	C1423062	ASSOCIATED_WITH		Atherosclerosis	C0004153
SIRT1 gene	C1423062	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
SIRT1 gene	C1423062	ASSOCIATED_WITH		Obesity	C0028754
SIRT1 gene	C1423062	ASSOCIATED_WITH	["27165717_fullText_13","27165717_fullText_51","27165717_fullText_69","27165717_fullText_72"]	Machado-Joseph Disease	C0024408
SIRT1 gene	C1423062	ASSOCIATED_WITH__SPEC__	["27165717_fullText_10"]	Ataxia, Spinocerebellar	C0087012
CAST gene	C1413137	ASSOCIATED_WITH		Lupus Erythematosus, Systemic	C0024141
CAST gene	C1413137	ASSOCIATED_WITH		Psoriasis	C0033860
CAST gene	C1413137	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
CAST gene	C1413137	ASSOCIATED_WITH		Parkinson Disease	C0030567
CAST gene	C1413137	ASSOCIATED_WITH	["34191270_fullText_2"]	Machado-Joseph Disease	C0024408
PJA1 gene	C1424463	ASSOCIATED_WITH		Craniofrontonasal dysplasia	C0220767
KLF4 gene	C1416660	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
INA gene	C1416431	ASSOCIATED_WITH		Motor Neuron Disease	C0085084
INA gene	C1416431	ASSOCIATED_WITH	["18685131_fullText_2"]	Spinocerebellar Ataxia Type 1	C0752120
TTR gene	C1421224	ASSOCIATED_WITH		Charcot-Marie-Tooth Disease	C0007959
TTR gene	C1421224	ASSOCIATED_WITH		Cardiomyopathy, Hypertrophic, Familial	C0949658
TTR gene	C1421224	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
TTR gene	C1421224	ASSOCIATED_WITH		Anemia	C0002871
TTR gene	C1421224	ASSOCIATED_WITH		Familial Amyloid Neuropathy, Portuguese Type	C0268384
TTR gene	C1421224	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
TTR gene	C1421224	ASSOCIATED_WITH		Amyloid Neuropathies, Familial	C0206245
TTR gene	C1421224	ASSOCIATED_WITH		Amyloidosis, Familial	C0740340
TTR gene	C1421224	ASSOCIATED_WITH		Cardiomyopathies	C0878544
TTR gene	C1421224	ASSOCIATED_WITH		Amyloidosis	C0002726
TTR gene	C1421224	ASSOCIATED_WITH		Carpal Tunnel Syndrome	C0007286
MTCP1 gene	C1334535	CAUSES	["28330959_fullText_34"]	Muscular Dystrophy	C0026850
MTCP1 gene	C1334535	CAUSES	["28330959_fullText_34"]	Myopathy	C0026848
SLC6A4 gene	C1420214	ASSOCIATED_WITH		Congestive heart failure	C0018802
SLC6A4 gene	C1420214	ASSOCIATED_WITH		Heart failure	C0018801
SLC6A4 gene	C1420214	ASSOCIATED_WITH		Heart Diseases	C0018799
SLC6A4 gene	C1420214	ASSOCIATED_WITH		Asthma	C0004096
SLC6A4 gene	C1420214	ASSOCIATED_WITH		Chronic Fatigue Syndrome	C0015674
SLC6A4 gene	C1420214	ASSOCIATED_WITH		Sleep Apnea, Obstructive	C0520679
SLC6A4 gene	C1420214	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
SLC6A4 gene	C1420214	ASSOCIATED_WITH		Sudden infant death syndrome	C0038644
SLC6A4 gene	C1420214	ASSOCIATED_WITH		Pulmonary Hypertension	C0020542
Orthologous Gene	C1335144	CAUSES	["29370694_fullText_43"]	Retinal Dystrophies	C0854723
Orthologous Gene	C1335144	CAUSES	["29370694_fullText_43"]	Leukoencephalopathies	C0270612
ELF4 gene	C1414377	ASSOCIATED_WITH	["21737679_fullText_176"]	Hyperostosis, Diffuse Idiopathic Skeletal	C0020498
Genetic Loci	C0678933	ASSOCIATED_WITH	["9579395_fullText_1"]	Myotonic Dystrophy	C0027126
Genes, Mitochondrial	C1563761	CAUSES	["16023078_fullText_3","27977873_fullText_70","24957181_fullText_3"]	Leigh Disease	C0023264
Genes, Mitochondrial	C1563761	ASSOCIATED_WITH	["36335839_fullText_5","23813926_fullText_1","14764913_fullText_9"]	Leigh Disease	C0023264
Genes, Mitochondrial	C1563761	ASSOCIATED_WITH	["23813926_fullText_1"]	nervous system disorder	C0027765
Genes, Mitochondrial	C1563761	ASSOCIATED_WITH__SPEC__	["23813926_fullText_1"]	Leigh Disease	C0023264
Genes, Mitochondrial	C1563761	ASSOCIATED_WITH__SPEC__	["23813926_fullText_1"]	nervous system disorder	C0027765
HTR6 gene	C1415815	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
GEN1 gene	C2239486	ASSOCIATED_WITH__INFER__	["33468086_fullText_4"]	Machado-Joseph Disease	C0024408
GEN1 gene	C2239486	ASSOCIATED_WITH	["33215370_fullText_1"]	Machado-Joseph Disease	C0024408
ELANE wt Allele	C3538705	ASSOCIATED_WITH	["33438269_fullText_9"]	Machado-Joseph Disease	C0024408
FOXG1 gene	C0812297	ASSOCIATED_WITH		Strabismus	C0038379
FOXG1 gene	C0812297	ASSOCIATED_WITH		Epilepsy	C0014544
FOXG1 gene	C0812297	ASSOCIATED_WITH		Rett Syndrome	C0035372
Transgenes	C0282641	CAUSES	["21283659_fullText_6"]	Myotonic Dystrophy	C0027126
Transgenes	C0282641	ASSOCIATED_WITH	["28623239_fullText_15"]	Muscular Atrophy	C0026846
Transgenes	C0282641	ASSOCIATED_WITH__INFER__	["24039817_fullText_50"]	Epiphyseal dysplasia, multiple, 1	C1838280
Human gene	C0314604	ASSOCIATED_WITH	["15833424_fullText_1"]	Muscular Dystrophy, Congenital, Type 1D	C1837229
TSPO gene	C1823521	ASSOCIATED_WITH__INFER__	["32867861_fullText_46"]	Machado-Joseph Disease	C0024408
AR wt Allele	C1705240	ASSOCIATED_WITH	["1589758_fullText_1"]	Hereditary Diseases	C0019247
AR wt Allele	C1705240	CAUSES	["7999979_fullText_4"]	nervous system disorder	C0027765
AR wt Allele	C1705240	ASSOCIATED_WITH	["19526244_fullText_2"]	Neurodegenerative Disorders	C0524851
AR wt Allele	C1705240	ASSOCIATED_WITH	["33170804_fullText_9"]	Machado-Joseph Disease	C0024408
AR wt Allele	C1705240	ASSOCIATED_WITH	["33170804_fullText_9"]	Huntington Disease	C0020179
C9orf72 gene	C1428691	ASSOCIATED_WITH		Amyotrophic Lateral Sclerosis	C0002736
C9orf72 gene	C1428691	ASSOCIATED_WITH	["26083476_fullText_7"]	Machado-Joseph Disease	C0024408
TBP wt Allele	C1705304	ASSOCIATED_WITH	["33306823_fullText_2"]	Cardiac Arrest	C0018790
TBP wt Allele	C1705304	CAUSES	["21334959_fullText_9"]	Parkinsonian Disorders	C0242422
mutant gene	C0678941	CAUSES	["35205402_fullText_71"]	Retinal Dystrophies	C0854723
mutant gene	C0678941	CAUSES	["33196459_fullText_1"]	Cardiac Arrest	C0018790
mutant gene	C0678941	CAUSES	["36221165_fullText_1"]	Rare Diseases	C0678236
mutant gene	C0678941	CAUSES	["30397276_fullText_7"]	Myopathy	C0026848
mutant gene	C0678941	CAUSES__SPEC__	["38154976_fullText_1","38154976_fullText_5"]	Zellweger Spectrum	C3658299
mutant gene	C0678941	CAUSES__SPEC__	["36221165_fullText_1"]	Glutaric aciduria, type 1	C0268595
mutant gene	C0678941	ASSOCIATED_WITH__INFER__	["33511646_fullText_1"]	Leigh Disease	C0023264
mutant gene	C0678941	ASSOCIATED_WITH__INFER__	["34645217_fullText_4"]	Epilepsy	C0014544
HSPA8 gene	C1415764	ASSOCIATED_WITH		SPINOCEREBELLAR ATAXIA 17	C1846707
HSPA8 gene	C1415764	ASSOCIATED_WITH		Parkinson Disease	C0030567
HSPA4 gene	C1415760	ASSOCIATED_WITH		Chagas Disease	C0041234
UBQLN2 gene	C1421305	ASSOCIATED_WITH		Amyotrophic Lateral Sclerosis	C0002736
UBQLN2 gene	C1421305	ASSOCIATED_WITH	["26141599_fullText_3"]	Neurodegenerative Disorders	C0524851
Gene Feature	C1517495	ASSOCIATED_WITH__INFER__	["37532500_fullText_1"]	Phenylketonurias	C0031485
Gene Feature	C1517495	ASSOCIATED_WITH__INFER__	["37532500_fullText_1"]	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1 (disorder)	C1861861
Gene Feature	C1517495	ASSOCIATED_WITH__INFER__	["32643267_fullText_7"]	Machado-Joseph Disease	C0024408
Gene Feature	C1517495	ASSOCIATED_WITH__INFER__	["28273704_fullText_1"]	Leigh Disease	C0023264
Gene Feature	C1517495	ASSOCIATED_WITH__INFER__	["28139241_fullText_1"]	Congenital Disorders	C0242354
MBP gene	C1417057	ASSOCIATED_WITH		Neuromyelitis Optica	C0027873
MBP gene	C1417057	ASSOCIATED_WITH		Demyelinating Diseases	C0011303
MBP gene	C1417057	ASSOCIATED_WITH		Multiple Sclerosis	C0026769
CACNA1A gene	C1456413	ASSOCIATED_WITH		Lennox-Gastaut syndrome	C0238111
CACNA1A gene	C1456413	ASSOCIATED_WITH		Congenital neurologic anomalies	C0497552
CACNA1A gene	C1456413	ASSOCIATED_WITH		Chorea	C0008489
CACNA1A gene	C1456413	ASSOCIATED_WITH		Amyotrophic Lateral Sclerosis	C0002736
CACNA1A gene	C1456413	ASSOCIATED_WITH		Exfoliation Syndrome	C0206368
CACNA1A gene	C1456413	ASSOCIATED_WITH		Epileptic encephalopathy	C0543888
CACNA1A gene	C1456413	ASSOCIATED_WITH		Hemiplegic migraine	C0270862
CACNA1A gene	C1456413	ASSOCIATED_WITH		Atrophy of cerebellum	C0740279
CACNA1A gene	C1456413	ASSOCIATED_WITH		Absence Epilepsy	C0014553
CACNA1A gene	C1456413	ASSOCIATED_WITH		Ataxia, Spinocerebellar	C0087012
CACNA1A gene	C1456413	ASSOCIATED_WITH		Episodic Ataxia	C1720189
CACNA1A gene	C1456413	ASSOCIATED_WITH		Migraine with Aura	C0154723
CACNA1A gene	C1456413	ASSOCIATED_WITH		Migraine Disorders	C0149931
CACNA1A gene	C1456413	ASSOCIATED_WITH		Episodic ataxia type 2 (disorder)	C1720416
CACNA1A gene	C1456413	PREDISPOSES	["37428409_fullText_88"]	Cardiac Arrest	C0018790
CACNA1A gene	C1456413	ASSOCIATED_WITH	["32285347_fullText_3"]	Spinocerebellar Ataxia Type 1	C0752120
CACNA1A gene	C1456413	ASSOCIATED_WITH	["32285347_fullText_3"]	Spinocerebellar Ataxia Type 6 (disorder)	C0752124
CACNA1A gene	C1456413	ASSOCIATED_WITH	["32285347_fullText_3"]	Machado-Joseph Disease	C0024408
DNAJB6 gene	C1423027	ASSOCIATED_WITH		Muscular Dystrophy	C0026850
DNAJB6 gene	C1423027	ASSOCIATED_WITH		Myofibrillar Myopathy	C2678065
DNAJB6 gene	C1423027	ASSOCIATED_WITH		Muscular Dystrophies, Limb-Girdle	C0686353
MT-TA gene	C1537998	CAUSES	["17895983_fullText_91"]	Mitochondrial Diseases	C0751651
MT-TA gene	C1537998	ASSOCIATED_WITH	["11799391_fullText_4"]	Hereditary Diseases	C0019247
PNKP gene	C1418707	CAUSES	["25633985_fullText_83"]	Machado-Joseph Disease	C0024408
PNKP gene	C1418707	ASSOCIATED_WITH	["25633985_fullText_67"]	nervous system disorder	C0027765
Genome, Mitochondrial	C1819716	CAUSES	["39231983_fullText_0"]	Mitochondrial Dysfunction	C4021734
Genome, Mitochondrial	C1819716	ASSOCIATED_WITH	["32087274_fullText_9"]	Machado-Joseph Disease	C0024408
Genome, Mitochondrial	C1819716	ASSOCIATED_WITH	["27671926_fullText_3"]	Leigh Disease	C0023264
Genome, Mitochondrial	C1819716	ASSOCIATED_WITH__INFER__	["17895983_fullText_54"]	Encephalopathies	C0085584
Genome, Mitochondrial	C1819716	ASSOCIATED_WITH__INFER__	["32087274_fullText_2"]	Machado-Joseph Disease	C0024408
Genome, Mitochondrial	C1819716	ASSOCIATED_WITH__INFER__	["22364517_fullText_6"]	Leigh Disease	C0023264
Candidate Disease Gene	C1332838	CAUSES	["25630614_fullText_125"]	Cardiomyopathies	C0878544
